GENESIS-Tabelle: 31121-03-02-5-B
Baufertigstellungen: Wohnungen in Wohn- und;;;;;;
Nichtwohngebäuden (einschl. Umbau) - Jahressumme -;;;;;;
regionale Ebenen;;;;;;
Statistik der Baufertigstellungen;;;;;;
Wohnungen in Wohn- und Nichtwohngebäuden (Anzahl);;;;;;
2015;;;;;;
;;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung;Größe der Wohnung
;;Insgesamt;1 oder 2 Räume;3 Räume;4 Räume;5 oder mehr Räume
01058005;Altenholz;5;0;-1;0;6
01058007;Arpsdorf;1;0;0;0;1
01058008;Ascheffel;6;0;0;1;5
01058009;Aukrug;15;0;0;4;11
01058010;Bargstall;-;-;-;-;-
01058011;Bargstedt;2;0;0;1;1
01058012;Barkelsby;4;0;0;1;3
01058013;Beldorf;-;-;-;-;-
01058014;Bendorf;-;-;-;-;-
01058015;Beringstedt;2;0;0;0;2
01058016;Bissee;-;-;-;-;-
01058018;Blumenthal;-;-;-;-;-
01058019;Böhnhusen;0;0;0;0;0
01058021;Bokel;0;0;0;0;0
01058022;Bordesholm;19;5;9;0;5
01058023;Borgdorf-Seedorf;-;-;-;-;-
01058024;Borgstedt;15;0;4;6;5
01058025;Bornholt;-;-;-;-;-
01058026;Bovenau;3;0;-1;1;3
01058027;Brammer;2;1;0;1;0
01058028;Bredenbek;10;0;1;1;8
01058029;Breiholz;2;0;-1;0;3
01058030;Brekendorf;0;0;0;-1;1
01058031;Brinjahe;2;0;1;1;0
01058032;Brodersby;2;0;2;-2;2
01058033;Brügge;2;0;0;0;2
01058034;Büdelsdorf;85;1;33;38;13
01058035;Bünsdorf;5;0;4;0;1
01058036;Christiansholm;-;-;-;-;-
01058037;Dänischenhagen;8;1;3;0;4
01058038;Dätgen;3;0;1;0;2
01058039;Damendorf;0;0;0;0;0
01058040;Damp;8;0;0;8;0
01058042;Dörphof;6;1;1;1;3
01058043;Eckernförde;131;50;35;21;25
01058044;Ehndorf;2;0;0;0;2
01058045;Eisendorf;1;0;1;0;0
01058046;Ellerdorf;1;0;0;0;1
01058047;Elsdorf-Westermühlen;4;0;1;1;2
01058048;Embühren;0;0;0;0;0
01058049;Emkendorf;1;0;0;0;1
01058050;Felde;1;0;0;0;1
01058051;Felm;2;0;0;0;2
01058052;Fleckeby;18;0;4;5;9
01058053;Flintbek;4;0;0;0;4
01058054;Fockbek;13;0;4;3;6
01058055;Friedrichsgraben;-;-;-;-;-
01058056;Friedrichsholm;1;0;0;0;1
01058057;Gammelby;-;-;-;-;-
01058058;Gettorf;25;0;0;2;23
01058059;Gnutz;0;0;0;0;0
01058061;Gokels;-;-;-;-;-
01058062;Grauel;1;0;0;0;1
01058063;Grevenkrug;9;2;3;2;2
01058064;Groß Buchwald;-;-;-;-;-
01058065;Groß Vollstedt;5;0;2;1;2
01058066;Groß Wittensee;10;1;2;3;4
01058067;Güby;0;0;0;0;0
01058068;Haale;0;0;0;0;0
01058069;Haby;6;0;0;3;3
01058070;Hamdorf;6;0;0;3;3
01058071;Hamweddel;-;-;-;-;-
01058072;Hanerau-Hademarschen;8;-1;0;1;8
01058073;Haßmoor;0;0;0;0;0
01058074;Heinkenborstel;-;-;-;-;-
01058075;Hörsten;-;-;-;-;-
01058076;Hoffeld;-;-;-;-;-
01058077;Hohenwestedt;19;0;0;7;12
01058078;Hohn;-;-;-;-;-
01058080;Holtsee;5;0;0;0;5
01058081;Holzbunge;1;0;0;0;1
01058082;Holzdorf;0;0;-1;-1;2
01058083;Hütten;1;0;0;1;0
01058084;Hummelfeld;2;0;0;0;2
01058085;Jahrsdorf;1;0;0;0;1
01058086;Jevenstedt;19;3;4;7;5
01058087;Karby;1;0;0;0;1
01058088;Klein Wittensee;-;-;-;-;-
01058089;Königshügel;-;-;-;-;-
01058090;Kosel;2;0;1;1;0
01058091;Krogaspe;3;0;2;1;0
01058092;Kronshagen;50;24;19;4;3
01058093;Krummwisch;1;0;1;0;0
01058094;Langwedel;7;-1;0;4;4
01058096;Lindau;10;0;0;4;6
01058097;Lohe-Föhrden;-1;0;0;-1;0
01058098;Loop;1;0;0;0;1
01058099;Loose;5;0;0;0;5
01058100;Lütjenwestedt;1;0;0;1;0
01058101;Luhnstedt;-;-;-;-;-
01058102;Goosefeld;-;-;-;-;-
01058103;Meezen;-;-;-;-;-
01058104;Melsdorf;3;0;0;0;3
01058105;Mielkendorf;5;0;0;1;4
01058106;Mörel;-;-;-;-;-
01058107;Molfsee;56;0;10;23;23
01058108;Mühbrook;3;0;0;1;2
01058109;Negenharrie;1;0;0;-1;2
01058110;Neudorf-Bornstein;1;0;0;0;1
01058111;Neu Duvenstedt;-;-;-;-;-
01058112;Neuwittenbek;-;-;-;-;-
01058113;Nienborstel;2;0;0;0;2
01058115;Nindorf;1;0;0;1;0
01058116;Noer;3;0;0;0;3
01058117;Nortorf;14;0;2;8;4
01058118;Nübbel;3;0;0;2;1
01058119;Oldenbüttel;3;0;1;3;-1
01058120;Oldenhütten;-;-;-;-;-
01058121;Osdorf;1;0;0;1;0
01058122;Ostenfeld (Rendsburg);0;0;0;0;0
01058123;Osterby;1;0;0;-1;2
01058124;Osterrönfeld;9;1;0;0;8
01058125;Osterstedt;3;0;0;0;3
01058126;Ottendorf;0;0;0;0;0
01058127;Owschlag;15;1;5;-1;10
01058128;Padenstedt;3;0;1;1;1
01058129;Prinzenmoor;-;-;-;-;-
01058130;Quarnbek;0;0;0;0;0
01058131;Rade b. Hohenwestedt;0;0;0;0;0
01058132;Rade b. Rendsburg;1;0;0;1;0
01058133;Reesdorf;2;1;0;1;0
01058134;Remmels;1;0;0;0;1
01058135;Rendsburg;16;0;0;0;16
01058136;Rickert;3;0;1;0;2
01058137;Rieseby;13;0;0;4;9
01058138;Rodenbek;-;-;-;-;-
01058139;Rumohr;0;0;-1;0;1
01058140;Schacht-Audorf;22;0;1;6;15
01058141;Schierensee;0;0;0;0;0
01058142;Schinkel;9;0;1;0;8
01058143;Schmalstede;-;-;-;-;-
01058144;Schönbek;1;0;0;0;1
01058145;Schönhorst;3;0;2;0;1
01058146;Schülldorf;6;0;0;3;3
01058147;Schülp b. Nortorf;1;0;0;1;0
01058148;Schülp b. Rendsburg;7;0;1;2;4
01058150;Schwedeneck;3;1;0;-1;3
01058151;Seefeld;-;-;-;-;-
01058152;Sehestedt;2;0;0;1;1
01058153;Sören;1;0;0;1;0
01058154;Sophienhamm;-;-;-;-;-
01058155;Stafstedt;-;-;-;-;-
01058156;Steenfeld;-;-;-;-;-
01058157;Strande;-;-;-;-;-
01058158;Tackesdorf;-;-;-;-;-
01058159;Tappendorf;-;-;-;-;-
01058160;Techelsdorf;-;-;-;-;-
01058161;Thaden;-;-;-;-;-
01058162;Thumby;0;0;0;0;0
01058163;Timmaspe;1;0;0;0;1
01058164;Todenbüttel;3;0;0;0;3
01058165;Tüttendorf;11;1;0;1;9
01058166;Waabs;4;0;0;1;3
01058167;Wapelfeld;0;0;0;0;0
01058168;Warder;1;0;0;0;1
01058169;Wasbek;3;0;0;1;2
01058170;Wattenbek;9;0;1;1;7
01058171;Westensee;3;0;0;0;3
01058172;Westerrönfeld;6;0;6;-1;1
01058173;Windeby;3;0;0;0;3
01058174;Winnemark;1;0;0;1;0
01058175;Ahlefeld-Bistensee;0;0;0;0;0
01059001;Alt Bennebek;1;2;-2;1;0
01059002;Arnis;0;0;0;0;0
01059005;Bergenhusen;1;0;0;0;1
01059006;Böel;0;0;0;0;0
01059008;Böklund;12;0;8;2;2
01059009;Börm;-;-;-;-;-
01059010;Bollingstedt;2;0;1;-1;2
01059011;Boren;-;-;-;-;-
01059012;Borgwedel;2;0;0;1;1
01059014;Brebel;3;1;0;1;1
01059016;Brodersby;5;5;0;0;0
01059018;Busdorf;5;1;2;2;0
01059019;Dannewerk;6;0;-1;1;6
01059020;Dörpstedt;0;0;0;0;0
01059021;Dollrottfeld;-;-;-;-;-
01059022;Ekenis;-;-;-;-;-
01059023;Ellingstedt;1;0;0;1;0
01059024;Erfde;7;0;0;2;5
01059026;Fahrdorf;3;0;0;0;3
01059032;Geltorf;-;-;-;-;-
01059033;Goltoft;0;0;0;0;0
01059034;Grödersby;0;0;0;-1;1
01059035;Groß Rheide;3;0;0;1;2
01059037;Havetoft;2;0;0;1;1
01059038;Havetoftloit;-;-;-;-;-
01059039;Hollingstedt;1;0;0;0;1
01059041;Hüsby;8;0;6;1;1
01059042;Idstedt;8;0;1;4;3
01059043;Jagel;3;0;0;0;3
01059044;Jübek;15;3;4;2;6
01059045;Kappeln;104;8;32;40;24
01059047;Kiesby;-;-;-;-;-
01059049;Klappholz;1;0;0;1;0
01059050;Klein Bennebek;0;0;0;0;0
01059051;Klein Rheide;-;-;-;-;-
01059053;Kropp;54;5;14;24;11
01059055;Loit;2;0;1;1;0
01059056;Lottorf;-;-;-;-;-
01059057;Lürschau;3;0;2;0;1
01059058;Meggerdorf;2;0;0;0;2
01059060;Mohrkirch;1;0;0;0;1
01059062;Neuberend;2;0;0;0;2
01059063;Norderbrarup;1;0;0;0;1
01059064;Norderstapel;3;0;0;1;2
01059065;Nottfeld;-;-;-;-;-
01059067;Oersberg;-;-;-;-;-
01059068;Rabenkirchen-Faulück;2;0;0;1;1
01059069;Rüde;-;-;-;-;-
01059070;Rügge;2;0;0;1;1
01059071;Satrup;-;-;-;-;-
01059072;Saustrup;0;0;0;0;0
01059073;Schaalby;3;1;1;1;0
01059074;Scheggerott;-;-;-;-;-
01059075;Schleswig;83;3;20;12;48
01059076;Schnarup-Thumby;1;1;0;0;0
01059077;Schuby;13;0;0;2;11
01059078;Selk;4;0;0;0;4
01059079;Silberstedt;16;1;5;1;9
01059080;Steinfeld;2;-1;0;2;1
01059081;Stolk;0;0;0;0;0
01059082;Struxdorf;-;-;-;-;-
01059083;Süderbrarup;15;0;5;1;9
01059084;Süderfahrenstedt;1;0;0;1;0
01059085;Süderstapel;1;0;0;0;1
01059086;Taarstedt;2;0;0;0;2
01059087;Tetenhusen;5;0;0;2;3
01059088;Tielen;0;0;0;0;0
01059090;Tolk;2;0;1;2;-1
01059092;Treia;6;0;2;0;4
01059093;Ülsby;-;-;-;-;-
01059094;Ulsnis;1;-1;-2;-1;5
01059095;Wagersrott;0;0;0;0;0
01059096;Wohlde;1;0;1;0;0
01059097;Twedt;2;0;0;2;0
01059098;Nübel;16;1;7;1;7
01059101;Tastrup;3;0;2;0;1
01059102;Ahneby;2;0;0;0;2
01059103;Ausacker;-;-;-;-;-
01059105;Böxlund;-;-;-;-;-
01059106;Dollerup;3;0;-1;0;4
01059107;Eggebek;20;1;9;8;2
01059109;Esgrus;-;-;-;-;-
01059112;Gelting;18;0;5;9;4
01059113;Glücksburg (Ostsee);1;0;-1;2;0
01059115;Großenwiehe;7;0;-1;3;5
01059116;Großsolt;7;0;-2;7;2
01059118;Grundhof;2;0;1;0;1
01059120;Harrislee;57;0;16;20;21
01059121;Hasselberg;3;0;-1;3;1
01059123;Hörup;1;0;0;0;1
01059124;Holt;0;0;0;0;0
01059126;Hürup;9;0;1;3;5
01059127;Husby;8;1;0;2;5
01059128;Janneby;0;0;0;0;0
01059129;Jardelund;-;-;-;-;-
01059131;Jerrishoe;4;2;0;1;1
01059132;Jörl;2;0;0;0;2
01059136;Kronsgaard;7;0;0;2;5
01059137;Langballig;16;0;2;12;2
01059138;Langstedt;1;0;0;0;1
01059141;Maasbüll;7;0;0;7;0
01059142;Maasholm;2;0;0;0;2
01059143;Medelby;2;0;0;0;2
01059144;Meyn;-;-;-;-;-
01059145;Munkbrarup;5;0;1;1;3
01059147;Nieby;-;-;-;-;-
01059148;Niesgrau;1;0;0;0;1
01059149;Nordhackstedt;-;-;-;-;-
01059151;Osterby;-;-;-;-;-
01059152;Pommerby;1;0;0;1;0
01059153;Quern;-;-;-;-;-
01059154;Rabel;0;0;0;-1;1
01059155;Rabenholz;-;-;-;-;-
01059157;Ringsberg;1;0;0;0;1
01059158;Schafflund;10;0;7;0;3
01059159;Sieverstedt;10;-1;5;4;2
01059161;Sörup;28;3;12;1;12
01059162;Sollerup;0;0;0;0;0
01059163;Stangheck;1;0;0;1;0
01059164;Steinberg;0;0;0;0;0
01059165;Steinbergkirche;-;-;-;-;-
01059167;Sterup;3;0;0;0;3
01059168;Stoltebüll;3;1;2;0;0
01059169;Süderhackstedt;0;0;0;0;0
01059171;Tarp;79;3;22;24;30
01059173;Wallsbüll;3;0;0;1;2
01059174;Wanderup;18;0;3;6;9
01059176;Wees;47;1;5;10;31
01059177;Weesby;0;0;0;0;0
01059178;Westerholz;9;5;2;1;1
01059179;Lindewitt;3;0;0;-1;4
01059182;Freienwill;16;0;2;5;9
01059183;Handewitt;19;2;2;2;13
01059184;Oeversee;4;0;0;0;4
01059185;Mittelangeln;30;1;10;11;8
01059186;Steinbergkirche;16;0;9;4;3
01059187;Boren;2;0;0;1;1
01060002;Alveslohe;50;0;3;4;43
01060003;Armstedt;2;0;0;0;2
01060004;Bad Bramstedt;115;35;9;19;52
01060005;Bad Segeberg;83;21;37;7;18
01060006;Bahrenhof;1;0;1;1;-1
01060007;Bark;5;0;1;3;1
01060008;Bebensee;4;0;0;3;1
01060009;Bimöhlen;8;0;1;2;5
01060010;Blunk;-;-;-;-;-
01060011;Boostedt;5;0;1;-1;5
01060012;Bornhöved;2;0;1;0;1
01060013;Borstel;4;4;0;0;0
01060014;Buchholz b. Wahlstedt;-;-;-;-;-
01060015;Bühnsdorf;2;0;0;1;1
01060016;Daldorf;-;-;-;-;-
01060017;Damsdorf;-;-;-;-;-
01060018;Dreggers;-;-;-;-;-
01060019;Ellerau;22;0;4;0;18
01060020;Fahrenkrug;3;0;0;0;3
01060021;Föhrden-Barl;-;-;-;-;-
01060022;Fredesdorf;0;0;0;0;0
01060023;Fuhlendorf;2;0;2;0;0
01060024;Geschendorf;1;0;0;-1;2
01060025;Glasau;15;0;3;8;4
01060026;Gönnebek;-;-;-;-;-
01060027;Großenaspe;21;2;9;3;7
01060028;Groß Kummerfeld;-;-;-;-;-
01060029;Groß Niendorf;1;0;0;0;1
01060030;Groß Rönnau;1;0;1;1;-1
01060031;Hagen;3;0;-1;3;1
01060033;Hardebek;3;1;1;0;1
01060034;Hartenholm;18;2;3;1;12
01060035;Hasenkrug;-;-;-;-;-
01060036;Hasenmoor;3;1;1;2;-1
01060037;Heidmoor;-;-;-;-;-
01060038;Heidmühlen;2;0;0;1;1
01060039;Henstedt-Ulzburg;120;3;26;29;62
01060040;Hitzhusen;2;1;-1;1;1
01060041;Högersdorf;2;0;0;2;0
01060042;Hüttblek;3;0;2;0;1
01060043;Itzstedt;3;0;0;0;3
01060044;Kaltenkirchen;174;35;48;64;27
01060045;Kattendorf;2;0;0;0;2
01060046;Kayhude;2;0;0;0;2
01060047;Kisdorf;3;0;1;0;2
01060048;Klein Gladebrügge;1;0;0;0;1
01060049;Klein Rönnau;11;0;2;2;7
01060050;Krems II;0;0;0;0;0
01060051;Kükels;3;0;0;0;3
01060052;Latendorf;-;-;-;-;-
01060053;Leezen;5;1;0;0;4
01060054;Lentföhrden;23;0;4;11;8
01060056;Mönkloh;2;0;-1;2;1
01060057;Mözen;-;-;-;-;-
01060058;Nahe;14;0;2;5;7
01060059;Negernbötel;3;-1;3;-1;2
01060060;Nehms;0;0;0;0;0
01060061;Neuengörs;1;0;0;0;1
01060062;Neversdorf;3;0;0;1;2
01060063;Norderstedt;204;14;30;79;81
01060064;Nützen;8;0;0;1;7
01060065;Oering;2;0;0;0;2
01060066;Oersdorf;0;0;-1;1;0
01060067;Pronstorf;2;0;0;0;2
01060068;Rickling;1;0;0;1;0
01060069;Rohlstorf;2;0;0;0;2
01060070;Schackendorf;6;0;1;1;4
01060071;Schieren;1;0;0;0;1
01060072;Schmalensee;1;0;0;-1;2
01060073;Schmalfeld;21;1;0;6;14
01060074;Schwissel;1;0;0;0;1
01060075;Seedorf;7;0;2;1;4
01060076;Seth;12;0;1;1;10
01060077;Sievershütten;1;0;0;0;1
01060079;Stipsdorf;1;0;0;-1;2
01060080;Stocksee;2;0;0;0;2
01060081;Strukdorf;0;0;0;0;0
01060082;Struvenhütten;1;0;0;0;1
01060084;Stuvenborn;3;0;2;0;1
01060085;Sülfeld;10;0;0;6;4
01060086;Tarbek;1;0;0;0;1
01060087;Tensfeld;2;0;0;0;2
01060088;Todesfelde;5;0;1;2;2
01060089;Trappenkamp;5;1;0;1;3
01060090;Travenhorst;1;0;1;0;0
01060091;Traventhal;1;0;0;2;-1
01060092;Wahlstedt;28;1;0;4;23
01060093;Wakendorf I;2;0;0;0;2
01060094;Wakendorf II;2;0;0;0;2
01060095;Weddelbrook;0;0;0;0;0
01060096;Weede;1;0;0;0;1
01060097;Wensin;0;0;-1;0;1
01060098;Westerrade;2;0;0;1;1
01060099;Wiemersdorf;1;0;0;0;1
01060100;Winsen;-;-;-;-;-
01060101;Wittenborn;1;1;0;0;0
01061001;Aasbüttel;-;-;-;-;-
01061002;Aebtissinwisch;-;-;-;-;-
01061003;Agethorst;1;0;0;0;1
01061004;Altenmoor;-;-;-;-;-
01061005;Auufer;-;-;-;-;-
01061006;Bahrenfleth;-;-;-;-;-
01061007;Beidenfleth;4;0;0;2;2
01061008;Bekdorf;0;0;0;0;0
01061010;Bekmünde;0;0;0;0;0
01061011;Besdorf;-;-;-;-;-
01061012;Blomesche Wildnis;0;0;0;0;0
01061013;Bokelrehm;0;0;0;0;0
01061014;Bokhorst;-;-;-;-;-
01061015;Borsfleth;0;0;0;0;0
01061016;Breitenberg;-;-;-;-;-
01061017;Breitenburg;24;0;1;5;18
01061018;Brokdorf;2;0;1;0;1
01061019;Brokstedt;6;0;0;0;6
01061020;Büttel;0;0;0;0;0
01061021;Christinenthal;-;-;-;-;-
01061022;Dägeling;-;-;-;-;-
01061023;Dammfleth;0;0;0;0;0
01061024;Drage;-;-;-;-;-
01061025;Ecklak;1;0;0;0;1
01061026;Elskop;-;-;-;-;-
01061027;Engelbrechtsche Wildnis;1;1;0;-1;1
01061028;Fitzbek;1;-1;1;0;1
01061029;Glückstadt;16;-1;3;7;7
01061030;Grevenkop;-;-;-;-;-
01061031;Gribbohm;-;-;-;-;-
01061033;Hadenfeld;1;0;0;0;1
01061034;Heiligenstedten;2;0;0;1;1
01061035;Heiligenstedtenerkamp;1;0;0;0;1
01061036;Hennstedt;2;0;1;0;1
01061037;Herzhorn;5;0;0;3;2
01061038;Hingstheide;-;-;-;-;-
01061039;Hodorf;0;0;-1;0;1
01061040;Hohenaspe;0;0;0;0;0
01061041;Hohenfelde;-;-;-;-;-
01061042;Hohenlockstedt;-;-;-;-;-
01061043;Holstenniendorf;0;1;0;-1;0
01061044;Horst (Holstein);-;-;-;-;-
01061045;Huje;-;-;-;-;-
01061046;Itzehoe;40;1;18;9;12
01061047;Kaaks;-;-;-;-;-
01061048;Kaisborstel;0;0;0;0;0
01061049;Kellinghusen;-;-;-;-;-
01061050;Kiebitzreihe;-;-;-;-;-
01061052;Kleve, b. Itzehoe;2;0;2;-1;1
01061053;Kollmoor;-;-;-;-;-
01061054;Krempdorf;1;0;0;1;0
01061055;Krempe;-;-;-;-;-
01061056;Kremperheide;-;-;-;-;-
01061057;Krempermoor;-;-;-;-;-
01061058;Kronsmoor;-;-;-;-;-
01061059;Krummendiek;-;-;-;-;-
01061060;Kudensee;-;-;-;-;-
01061061;Lägerdorf;-;-;-;-;-
01061062;Landrecht;1;0;0;0;1
01061063;Landscheide;-;-;-;-;-
01061064;Lockstedt;0;0;0;0;0
01061065;Lohbarbek;0;0;0;-1;1
01061066;Looft;0;0;0;0;0
01061067;Mehlbek;1;0;0;-1;2
01061068;Moordiek;1;0;0;1;0
01061070;Moorhusen;-;-;-;-;-
01061071;Mühlenbarbek;0;0;0;0;0
01061072;Münsterdorf;0;0;0;0;0
01061073;Neuenbrook;-;-;-;-;-
01061074;Neuendorf b. Elmshorn;2;0;-1;1;2
01061076;Nienbüttel;-;-;-;-;-
01061077;Nortorf;2;0;0;1;1
01061078;Nutteln;0;0;0;0;0
01061079;Oelixdorf;4;0;0;1;3
01061080;Oeschebüttel;-;-;-;-;-
01061081;Oldenborstel;0;0;0;0;0
01061082;Oldendorf;2;0;0;0;2
01061083;Ottenbüttel;7;0;2;2;3
01061084;Peissen;-;-;-;-;-
01061085;Pöschendorf;0;0;0;0;0
01061086;Poyenberg;2;0;1;0;1
01061087;Puls;-;-;-;-;-
01061088;Quarnstedt;4;0;2;0;2
01061089;Rade;-;-;-;-;-
01061091;Reher;3;0;0;2;1
01061092;Rethwisch;-;-;-;-;-
01061093;Rosdorf;-;-;-;-;-
01061095;Sankt Margarethen;1;0;0;0;1
01061096;Sarlhusen;0;0;0;0;0
01061097;Schenefeld;24;0;3;17;4
01061098;Schlotfeld;1;0;0;0;1
01061099;Siezbüttel;-;-;-;-;-
01061100;Silzen;1;0;0;0;1
01061101;Sommerland;-;-;-;-;-
01061102;Stördorf;-;-;-;-;-
01061103;Störkathen;-;-;-;-;-
01061104;Süderau;-;-;-;-;-
01061105;Vaale;0;0;0;0;0
01061106;Vaalermoor;-;-;-;-;-
01061107;Wacken;1;0;0;0;1
01061108;Warringholz;-;-;-;-;-
01061109;Westermoor;0;0;0;-1;1
01061110;Wewelsfleth;0;0;0;0;0
01061111;Wiedenborstel;-;-;-;-;-
01061112;Willenscharen;0;0;0;0;0
01061113;Wilster;12;-2;5;3;6
01061114;Winseldorf;0;0;0;-1;1
01061115;Wittenbergen;2;0;0;0;2
01061116;Wrist;5;0;0;-1;6
01061117;Wulfsmoor;1;0;1;0;0
01061118;Kollmar;13;1;4;4;4
01061119;Neuendorf-Sachsenbande;2;1;0;0;1
01062001;Ahrensburg;144;47;62;12;23
01062003;Badendorf;5;0;0;0;5
01062004;Bad Oldesloe;57;10;16;9;22
01062005;Bargfeld-Stegen;15;0;2;6;7
01062006;Bargteheide;41;5;13;9;14
01062008;Barnitz;1;0;0;0;1
01062009;Barsbüttel;18;1;0;2;15
01062011;Braak;10;0;0;0;10
01062014;Delingsdorf;1;0;1;0;0
01062016;Elmenhorst;7;0;0;5;2
01062018;Glinde;102;4;74;16;8
01062019;Grabau;0;0;0;0;0
01062020;Grande;2;0;-1;0;3
01062021;Grönwohld;11;2;5;1;3
01062022;Großensee;33;2;1;5;25
01062023;Großhansdorf;21;0;0;9;12
01062025;Hamberge;10;0;7;1;2
01062026;Hamfelde;2;0;0;0;2
01062027;Hammoor;6;0;1;0;5
01062031;Heidekamp;-;-;-;-;-
01062032;Heilshoop;1;0;0;0;1
01062033;Hohenfelde;-;-;-;-;-
01062035;Hoisdorf;13;2;2;-2;11
01062036;Jersbek;9;0;0;2;7
01062039;Klein Wesenberg;-;-;-;-;-
01062040;Köthel;4;0;1;0;3
01062045;Lütjensee;29;3;2;1;23
01062046;Meddewade;1;0;0;0;1
01062048;Mönkhagen;1;0;0;1;0
01062050;Neritz;-;-;-;-;-
01062051;Nienwohld;-;-;-;-;-
01062053;Oststeinbek;14;1;1;1;11
01062056;Pölitz;3;0;0;0;3
01062058;Rausdorf;2;0;0;0;2
01062059;Rehhorst;3;0;0;0;3
01062060;Reinbek;40;3;11;8;18
01062061;Reinfeld (Holstein);34;3;15;11;5
01062062;Rethwisch;6;1;1;-1;5
01062065;Rümpel;2;0;1;1;0
01062069;Siek;3;0;2;0;1
01062071;Stapelfeld;5;0;0;4;1
01062076;Tangstedt;25;6;2;5;12
01062078;Todendorf;2;0;0;0;2
01062081;Tremsbüttel;2;0;0;0;2
01062082;Trittau;174;10;42;31;91
01062083;Westerau;1;0;0;0;1
01062086;Witzhave;15;0;0;0;15
01062087;Zarpen;1;0;0;0;1
01062088;Brunsbek;10;0;0;3;7
01062089;Lasbek;4;1;2;0;1
01062090;Ammersbek;26;0;-1;-2;29
01062091;Steinburg;12;0;2;3;7
01062092;Travenbrück;7;1;1;3;2
01062093;Feldhorst;-;-;-;-;-
01062094;Wesenberg;15;0;1;5;9
02000000;Hamburg;8521;2183;2535;1883;1920
03101000;Braunschweig, krsfr. Stadt;403;84;83;45;191
03102000;Salzgitter, krsfr. Stadt;58;9;-10;11;48
03103000;Wolfsburg, krsfr. Stadt;219;7;35;61;116
03151009;Gifhorn;139;12;30;27;70
03151025;Sassenburg;45;4;5;15;21
03151040;Wittingen;40;1;7;7;25
03151401;Boldecker Land, Samtgemeinde;63;-1;5;16;43
03151401002;Barwedel;-;-;-;-;-
03151401004;Bokensdorf;13;-1;1;3;10
03151401014;Jembke;23;-;2;5;16
03151401020;Osloß;4;-;1;-;3
03151401030;Tappenbeck;22;-;1;8;13
03151401039;Weyhausen;1;-;-;-;1
03151402;Brome, Samtgemeinde;91;-;-;22;69
03151402003;Bergfeld;-;-;-;-;-
03151402005;Brome;9;-;-;3;6
03151402008;Ehra-Lessien;6;-;-;2;4
03151402021;Parsau;1;-;-;-;1
03151402024;Rühen;62;-;-;15;47
03151402031;Tiddische;2;-;-;-;2
03151402032;Tülau;11;-;-;2;9
03151403;Hankensbüttel, Samtgemeinde;19;3;-;6;10
03151403007;Dedelstorf;4;1;-;1;2
03151403011;Hankensbüttel;12;2;-;4;6
03151403019;Obernholz;2;-;-;1;1
03151403028;Sprakensehl;-;-;-;-;-
03151403029;Steinhorst, Niedersachs;1;-;-;-;1
03151404;Isenbüttel, Samtgemeinde;34;3;7;2;22
03151404006;Calberlah;1;-;-;-;1
03151404013;Isenbüttel;22;3;6;-;13
03151404022;Ribbesbüttel;4;-;-;1;3
03151404037;Wasbüttel;7;-;1;1;5
03151405;Meinersen, Samtgemeinde;74;-1;11;16;48
03151405012;Hillerse;7;-;1;2;4
03151405015;Leiferde;17;-;2;-1;16
03151405017;Meinersen;31;-1;2;12;18
03151405018;Müden (Aller);19;-;6;3;10
03151406;Papenteich, Samtgemeinde;141;9;29;25;78
03151406001;Adenbüttel;2;-;-;-;2
03151406016;Meine;60;9;19;12;20
03151406023;Rötgesbüttel;14;-;6;-;8
03151406027;Schwülper;50;-;4;10;36
03151406034;Vordorf;7;-;-;1;6
03151406041;Didderse;8;-;-;2;6
03151407;Wesendorf, Samtgemeinde;47;6;5;12;24
03151407010;Groß Oesingen;7;-1;2;3;3
03151407026;Schönewörde;2;-;-;-;2
03151407033;Ummern;2;-;-;-;2
03151407035;Wagenhoff;3;-;-;-1;4
03151407036;Wahrenholz;14;-;-1;6;9
03151407038;Wesendorf, Niedersachs;19;7;4;4;4
03151501;Giebel, gem.fr. Geb.;-;-;-;-;-
03152001;Adelebsen;3;-;-;1;2
03152004;Bovenden;8;-;-;1;7
03152007;Duderstadt;61;16;17;11;17
03152009;Friedland, Kr Göttingen;14;-;1;4;9
03152011;Gleichen;4;-;-;-;4
03152012;Göttingen;299;102;50;51;96
03152016;Hann. Münden;27;1;1;-1;26
03152021;Rosdorf, Kr Göttingen;22;-1;5;8;10
03152026;Staufenberg, Niedersachs;19;-;-;5;14
03152401;Dransfeld, Samtgemeinde;11;1;-;3;7
03152401005;Bühren;-;-;-;-;-
03152401006;Dransfeld;1;-;-;-;1
03152401013;Jühnde;4;-;-;-;4
03152401017;Niemetal;3;1;-;1;1
03152401023;Scheden;3;-;-;2;1
03152402;Gieboldehausen, Samtgemeinde;17;1;-1;2;15
03152402002;Bilshausen;-;-;-;-;-
03152402003;Bodensee;2;-;-;-;2
03152402010;Gieboldehausen;5;-;-;1;4
03152402014;Krebeck;-;-;-;-;-
03152402018;Obernfeld;5;-;-;2;3
03152402019;Rhumspringe;3;-;-;1;2
03152402020;Rollshausen;1;-;-1;-;2
03152402022;Rüdershausen;1;1;-;-2;2
03152402028;Wollbrandshausen;-;-;-;-;-
03152402029;Wollershausen;-;-;-;-;-
