GENESIS-Tabelle: 12613-01-01-5-B
Sterbefälle: Gestorbene nach Geschlecht - Jahressumme -;;;;;
regionale Ebenen;;;;;
Statistik der Sterbefälle;;;;;
Gestorbene (Anzahl);;;;;
;;;Geschlecht;Geschlecht;Geschlecht
;;;Insgesamt;männlich;weiblich
2015;01058108;Mühbrook;4;2;2
2015;01058109;Negenharrie;4;1;3
2015;01058110;Neudorf-Bornstein;10;5;5
2015;01058111;Neu Duvenstedt;-;-;-
2015;01058112;Neuwittenbek;12;8;4
2015;01058113;Nienborstel;6;2;4
2015;01058115;Nindorf;5;3;2
2015;01058116;Noer;3;-;3
2015;01058117;Nortorf;111;50;61
2015;01058118;Nübbel;15;8;7
2015;01058119;Oldenbüttel;1;-;1
2015;01058120;Oldenhütten;3;2;1
2015;01058121;Osdorf;40;20;20
2015;01058122;Ostenfeld (Rendsburg);2;2;-
2015;01058123;Osterby;10;5;5
2015;01058124;Osterrönfeld;45;21;24
2015;01058125;Osterstedt;3;2;1
2015;01058126;Ottendorf;17;7;10
2015;01058127;Owschlag;35;16;19
2015;01058128;Padenstedt;9;6;3
2015;01058129;Prinzenmoor;1;1;-
2015;01058130;Quarnbek;8;4;4
2015;01058131;Rade b. Hohenwestedt;1;1;-
2015;01058132;Rade b. Rendsburg;1;1;-
2015;01058133;Reesdorf;1;1;-
2015;01058134;Remmels;3;2;1
2015;01058135;Rendsburg;363;181;182
2015;01058136;Rickert;9;4;5
2015;01058137;Rieseby;44;21;23
2015;01058138;Rodenbek;4;3;1
2015;01058139;Rumohr;7;3;4
2015;01058140;Schacht-Audorf;52;27;25
2015;01058141;Schierensee;3;2;1
2015;01058142;Schinkel;10;7;3
2015;01058143;Schmalstede;4;3;1
2015;01058144;Schönbek;-;-;-
2015;01058145;Schönhorst;5;2;3
2015;01058146;Schülldorf;2;2;-
2015;01058147;Schülp b. Nortorf;5;1;4
2015;01058148;Schülp b. Rendsburg;16;6;10
2015;01058150;Schwedeneck;39;16;23
2015;01058151;Seefeld;5;4;1
2015;01058152;Sehestedt;12;5;7
2015;01058153;Sören;3;2;1
2015;01058154;Sophienhamm;2;1;1
2015;01058155;Stafstedt;3;2;1
2015;01058156;Steenfeld;6;2;4
2015;01058157;Strande;9;3;6
2015;01058158;Tackesdorf;1;-;1
2015;01058159;Tappendorf;2;-;2
2015;01058160;Techelsdorf;1;-;1
2015;01058161;Thaden;2;1;1
2015;01058162;Thumby;2;2;-
2015;01058163;Timmaspe;14;6;8
2015;01058164;Todenbüttel;6;3;3
2015;01058165;Tüttendorf;10;5;5
2015;01058166;Waabs;15;13;2
2015;01058167;Wapelfeld;4;2;2
2015;01058168;Warder;9;3;6
2015;01058169;Wasbek;20;11;9
2015;01058170;Wattenbek;35;16;19
2015;01058171;Westensee;14;7;7
2015;01058172;Westerrönfeld;69;39;30
2015;01058173;Windeby;8;2;6
2015;01058174;Winnemark;7;4;3
2015;01058175;Ahlefeld-Bistensee;4;3;1
2015;01059001;Alt Bennebek;5;3;2
2015;01059002;Arnis;6;5;1
2015;01059005;Bergenhusen;7;1;6
2015;01059006;Böel;5;2;3
2015;01059008;Böklund;29;10;19
2015;01059009;Börm;9;5;4
2015;01059010;Bollingstedt;12;6;6
2015;01059011;Boren;-;-;-
2015;01059012;Borgwedel;34;9;25
2015;01059014;Brebel;2;2;-
2015;01059016;Brodersby;3;2;1
2015;01059018;Busdorf;21;9;12
2015;01059019;Dannewerk;16;7;9
2015;01059020;Dörpstedt;6;3;3
2015;01059021;Dollrottfeld;2;2;-
2015;01059022;Ekenis;-;-;-
2015;01059023;Ellingstedt;10;5;5
2015;01059024;Erfde;27;9;18
2015;01059026;Fahrdorf;31;16;15
2015;01059032;Geltorf;3;3;-
2015;01059033;Goltoft;2;2;-
2015;01059034;Grödersby;-;-;-
2015;01059035;Groß Rheide;12;3;9
2015;01059037;Havetoft;11;4;7
2015;01059038;Havetoftloit;-;-;-
2015;01059039;Hollingstedt;13;5;8
2015;01059041;Hüsby;4;4;-
2015;01059042;Idstedt;6;4;2
2015;01059043;Jagel;10;7;3
2015;01059044;Jübek;24;13;11
2015;01059045;Kappeln;112;52;60
2015;01059047;Kiesby;-;-;-
2015;01059049;Klappholz;7;6;1
2015;01059050;Klein Bennebek;5;1;4
2015;01059051;Klein Rheide;-;-;-
2015;01059053;Kropp;105;48;57
2015;01059055;Loit;-;-;-
2015;01059056;Lottorf;2;1;1
2015;01059057;Lürschau;13;10;3
2015;01059058;Meggerdorf;9;5;4
2015;01059060;Mohrkirch;8;6;2
2015;01059062;Neuberend;7;4;3
2015;01059063;Norderbrarup;10;6;4
2015;01059064;Norderstapel;14;12;2
2015;01059065;Nottfeld;-;-;-
2015;01059067;Oersberg;1;1;-
2015;01059068;Rabenkirchen-Faulück;5;3;2
2015;01059069;Rüde;-;-;-
2015;01059070;Rügge;1;1;-
2015;01059071;Satrup;-;-;-
2015;01059072;Saustrup;6;6;-
2015;01059073;Schaalby;18;9;9
2015;01059074;Scheggerott;2;1;1
2015;01059075;Schleswig;355;166;189
2015;01059076;Schnarup-Thumby;6;3;3
2015;01059077;Schuby;24;10;14
2015;01059078;Selk;6;5;1
2015;01059079;Silberstedt;31;18;13
2015;01059080;Steinfeld;10;5;5
2015;01059081;Stolk;9;3;6
2015;01059082;Struxdorf;7;5;2
2015;01059083;Süderbrarup;57;25;32
2015;01059084;Süderfahrenstedt;5;4;1
2015;01059085;Süderstapel;11;7;4
2015;01059086;Taarstedt;9;3;6
2015;01059087;Tetenhusen;4;3;1
2015;01059088;Tielen;8;3;5
2015;01059090;Tolk;11;2;9
2015;01059092;Treia;20;8;12
2015;01059093;Ülsby;14;5;9
2015;01059094;Ulsnis;10;7;3
2015;01059095;Wagersrott;3;-;3
2015;01059096;Wohlde;8;6;2
2015;01059097;Twedt;2;2;-
2015;01059098;Nübel;11;6;5
2015;01059101;Tastrup;2;1;1
2015;01059102;Ahneby;4;1;3
2015;01059103;Ausacker;7;6;1
2015;01059105;Böxlund;-;-;-
2015;01059106;Dollerup;7;4;3
2015;01059107;Eggebek;13;5;8
2015;01059109;Esgrus;7;3;4
2015;01059112;Gelting;43;17;26
2015;01059113;Glücksburg (Ostsee);110;41;69
2015;01059115;Großenwiehe;30;15;15
2015;01059116;Großsolt;21;7;14
2015;01059118;Grundhof;5;2;3
2015;01059120;Harrislee;134;66;68
2015;01059121;Hasselberg;10;6;4
2015;01059123;Hörup;4;4;-
2015;01059124;Holt;1;1;-
2015;01059126;Hürup;6;1;5
2015;01059127;Husby;21;12;9
2015;01059128;Janneby;5;2;3
2015;01059129;Jardelund;4;3;1
2015;01059131;Jerrishoe;6;4;2
2015;01059132;Jörl;8;6;2
2015;01059136;Kronsgaard;2;2;-
2015;01059137;Langballig;37;13;24
2015;01059138;Langstedt;29;7;22
2015;01059141;Maasbüll;9;5;4
2015;01059142;Maasholm;10;5;5
2015;01059143;Medelby;11;8;3
2015;01059144;Meyn;9;8;1
2015;01059145;Munkbrarup;6;3;3
2015;01059147;Nieby;8;5;3
2015;01059148;Niesgrau;7;4;3
2015;01059149;Nordhackstedt;1;1;-
2015;01059151;Osterby;1;-;1
2015;01059152;Pommerby;3;1;2
2015;01059153;Quern;-;-;-
2015;01059154;Rabel;5;4;1
2015;01059155;Rabenholz;6;2;4
2015;01059157;Ringsberg;5;4;1
2015;01059158;Schafflund;42;21;21
2015;01059159;Sieverstedt;12;5;7
2015;01059161;Sörup;53;27;26
2015;01059162;Sollerup;3;2;1
2015;01059163;Stangheck;1;1;-
2015;01059164;Steinberg;11;8;3
2015;01059165;Steinbergkirche;-;-;-
2015;01059167;Sterup;15;10;5
2015;01059168;Stoltebüll;22;10;12
2015;01059169;Süderhackstedt;1;-;1
2015;01059171;Tarp;70;28;42
2015;01059173;Wallsbüll;4;3;1
2015;01059174;Wanderup;23;9;14
2015;01059176;Wees;13;6;7
2015;01059177;Weesby;4;4;-
2015;01059178;Westerholz;5;4;1
2015;01059179;Lindewitt;7;4;3
2015;01059182;Freienwill;15;8;7
2015;01059183;Handewitt;114;59;55
2015;01059184;Oeversee;25;14;11
2015;01059185;Mittelangeln;59;30;29
2015;01059186;Steinbergkirche;22;12;10
2015;01059187;Boren;13;10;3
2015;01060002;Alveslohe;23;12;11
2015;01060003;Armstedt;5;3;2
2015;01060004;Bad Bramstedt;197;83;114
2015;01060005;Bad Segeberg;234;110;124
2015;01060006;Bahrenhof;1;-;1
2015;01060007;Bark;3;1;2
2015;01060008;Bebensee;4;2;2
2015;01060009;Bimöhlen;7;4;3
2015;01060010;Blunk;6;6;-
2015;01060011;Boostedt;55;24;31
2015;01060012;Bornhöved;38;19;19
2015;01060013;Borstel;1;1;-
2015;01060014;Buchholz b. Wahlstedt;-;-;-
2015;01060015;Bühnsdorf;2;-;2
2015;01060016;Daldorf;3;-;3
2015;01060017;Damsdorf;2;1;1
2015;01060018;Dreggers;-;-;-
2015;01060019;Ellerau;75;38;37
2015;01060020;Fahrenkrug;24;9;15
2015;01060021;Föhrden-Barl;2;2;-
2015;01060022;Fredesdorf;-;-;-
2015;01060023;Fuhlendorf;3;-;3
2015;01060024;Geschendorf;4;2;2
2015;01060025;Glasau;6;5;1
2015;01060026;Gönnebek;6;2;4
2015;01060027;Großenaspe;37;12;25
2015;01060028;Groß Kummerfeld;17;10;7
2015;01060029;Groß Niendorf;4;1;3
2015;01060030;Groß Rönnau;2;1;1
2015;01060031;Hagen;1;1;-
2015;01060033;Hardebek;6;5;1
2015;01060034;Hartenholm;26;12;14
2015;01060035;Hasenkrug;1;-;1
2015;01060036;Hasenmoor;10;4;6
2015;01060037;Heidmoor;2;2;-
2015;01060038;Heidmühlen;5;4;1
2015;01060039;Henstedt-Ulzburg;249;113;136
2015;01060040;Hitzhusen;9;5;4
2015;01060041;Högersdorf;-;-;-
2015;01060042;Hüttblek;3;1;2
2015;01060043;Itzstedt;39;19;20
2015;01060044;Kaltenkirchen;184;94;90
2015;01060045;Kattendorf;3;1;2
2015;01060046;Kayhude;15;6;9
2015;01060047;Kisdorf;41;18;23
2015;01060048;Klein Gladebrügge;7;4;3
2015;01060049;Klein Rönnau;15;7;8
2015;01060050;Krems II;4;4;-
2015;01060051;Kükels;1;-;1
2015;01060052;Latendorf;7;4;3
2015;01060053;Leezen;16;7;9
2015;01060054;Lentföhrden;33;12;21
2015;01060056;Mönkloh;-;-;-
2015;01060057;Mözen;4;3;1
2015;01060058;Nahe;19;14;5
2015;01060059;Negernbötel;5;3;2
2015;01060060;Nehms;5;2;3
2015;01060061;Neuengörs;7;4;3
2015;01060062;Neversdorf;6;5;1
2015;01060063;Norderstedt;795;386;409
2015;01060064;Nützen;10;5;5
2015;01060065;Oering;9;5;4
2015;01060066;Oersdorf;7;5;2
2015;01060067;Pronstorf;19;9;10
2015;01060068;Rickling;81;50;31
2015;01060069;Rohlstorf;7;5;2
2015;01060070;Schackendorf;8;5;3
2015;01060071;Schieren;4;3;1
2015;01060072;Schmalensee;6;5;1
2015;01060073;Schmalfeld;15;9;6
2015;01060074;Schwissel;1;1;-
2015;01060075;Seedorf;24;16;8
2015;01060076;Seth;19;13;6
2015;01060077;Sievershütten;11;7;4
2015;01060079;Stipsdorf;3;2;1
2015;01060080;Stocksee;6;4;2
2015;01060081;Strukdorf;1;-;1
2015;01060082;Struvenhütten;8;5;3
2015;01060084;Stuvenborn;9;4;5
2015;01060085;Sülfeld;27;13;14
2015;01060086;Tarbek;2;1;1
2015;01060087;Tensfeld;18;5;13
2015;01060088;Todesfelde;2;-;2
2015;01060089;Trappenkamp;58;30;28
2015;01060090;Travenhorst;5;1;4
2015;01060091;Traventhal;3;1;2
2015;01060092;Wahlstedt;110;57;53
2015;01060093;Wakendorf I;9;3;6
2015;01060094;Wakendorf II;14;4;10
2015;01060095;Weddelbrook;5;2;3
2015;01060096;Weede;7;2;5
2015;01060097;Wensin;9;6;3
2015;01060098;Westerrade;9;3;6
2015;01060099;Wiemersdorf;11;8;3
2015;01060100;Winsen;7;6;1
2015;01060101;Wittenborn;8;6;2
2015;01061001;Aasbüttel;1;1;-
2015;01061002;Aebtissinwisch;-;-;-
2015;01061003;Agethorst;17;8;9
2015;01061004;Altenmoor;3;-;3
2015;01061005;Auufer;-;-;-
2015;01061006;Bahrenfleth;7;3;4
2015;01061007;Beidenfleth;8;4;4
2015;01061008;Bekdorf;-;-;-
2015;01061010;Bekmünde;1;1;-
2015;01061011;Besdorf;2;-;2
2015;01061012;Blomesche Wildnis;9;3;6
2015;01061013;Bokelrehm;-;-;-
2015;01061014;Bokhorst;1;1;-
2015;01061015;Borsfleth;12;6;6
2015;01061016;Breitenberg;9;3;6
2015;01061017;Breitenburg;15;7;8
2015;01061018;Brokdorf;7;4;3
2015;01061019;Brokstedt;29;16;13
2015;01061020;Büttel;-;-;-
2015;01061021;Christinenthal;-;-;-
2015;01061022;Dägeling;6;4;2
2015;01061023;Dammfleth;1;1;-
2015;01061024;Drage;2;1;1
2015;01061025;Ecklak;4;2;2
2015;01061026;Elskop;2;1;1
2015;01061027;Engelbrechtsche Wildnis;16;14;2
2015;01061028;Fitzbek;2;1;1
2015;01061029;Glückstadt;155;85;70
2015;01061030;Grevenkop;2;1;1
2015;01061031;Gribbohm;4;3;1
2015;01061033;Hadenfeld;2;1;1
2015;01061034;Heiligenstedten;16;10;6
2015;01061035;Heiligenstedtenerkamp;3;2;1
2015;01061036;Hennstedt;8;6;2
2015;01061037;Herzhorn;9;6;3
2015;01061038;Hingstheide;-;-;-
2015;01061039;Hodorf;1;-;1
2015;01061040;Hohenaspe;20;8;12
2015;01061041;Hohenfelde;8;4;4
2015;01061042;Hohenlockstedt;83;47;36
2015;01061043;Holstenniendorf;5;2;3
2015;01061044;Horst (Holstein);56;30;26
2015;01061045;Huje;-;-;-
2015;01061046;Itzehoe;446;229;217
2015;01061047;Kaaks;5;1;4
2015;01061048;Kaisborstel;1;1;-
2015;01061049;Kellinghusen;101;46;55
2015;01061050;Kiebitzreihe;22;12;10
2015;01061052;Kleve, b. Itzehoe;3;3;-
2015;01061053;Kollmoor;-;-;-
2015;01061054;Krempdorf;2;1;1
2015;01061055;Krempe;32;19;13
2015;01061056;Kremperheide;18;10;8
2015;01061057;Krempermoor;4;1;3
2015;01061058;Kronsmoor;2;2;-
2015;01061059;Krummendiek;1;1;-
2015;01061060;Kudensee;3;1;2
2015;01061061;Lägerdorf;41;18;23
2015;01061062;Landrecht;2;2;-
2015;01061063;Landscheide;4;3;1
2015;01061064;Lockstedt;2;1;1
2015;01061065;Lohbarbek;7;5;2
2015;01061066;Looft;2;1;1
2015;01061067;Mehlbek;5;4;1
2015;01061068;Moordiek;1;-;1
2015;01061070;Moorhusen;2;2;-
2015;01061071;Mühlenbarbek;8;6;2
2015;01061072;Münsterdorf;17;9;8
2015;01061073;Neuenbrook;3;2;1
2015;01061074;Neuendorf b. Elmshorn;8;4;4
2015;01061076;Nienbüttel;-;-;-
2015;01061077;Nortorf;6;1;5
2015;01061078;Nutteln;-;-;-
2015;01061079;Oelixdorf;16;6;10
2015;01061080;Oeschebüttel;2;2;-
2015;01061081;Oldenborstel;-;-;-
2015;01061082;Oldendorf;10;9;1
2015;01061083;Ottenbüttel;5;3;2
2015;01061084;Peissen;4;2;2
2015;01061085;Pöschendorf;1;1;-
2015;01061086;Poyenberg;1;-;1
2015;01061087;Puls;5;2;3
2015;01061088;Quarnstedt;19;9;10
2015;01061089;Rade;-;-;-
2015;01061091;Reher;7;4;3
2015;01061092;Rethwisch;5;2;3
2015;01061093;Rosdorf;6;3;3
2015;01061095;Sankt Margarethen;15;8;7
2015;01061096;Sarlhusen;6;2;4
2015;01061097;Schenefeld;46;22;24
2015;01061098;Schlotfeld;3;2;1
2015;01061099;Siezbüttel;-;-;-
2015;01061100;Silzen;3;2;1
2015;01061101;Sommerland;4;2;2
2015;01061102;Stördorf;-;-;-
2015;01061103;Störkathen;-;-;-
2015;01061104;Süderau;13;4;9
2015;01061105;Vaale;16;7;9
2015;01061106;Vaalermoor;-;-;-
2015;01061107;Wacken;18;10;8
2015;01061108;Warringholz;4;1;3
2015;01061109;Westermoor;-;-;-
2015;01061110;Wewelsfleth;10;5;5
2015;01061111;Wiedenborstel;-;-;-
2015;01061112;Willenscharen;1;-;1
2015;01061113;Wilster;65;27;38
2015;01061114;Winseldorf;4;1;3
2015;01061115;Wittenbergen;2;1;1
2015;01061116;Wrist;23;13;10
2015;01061117;Wulfsmoor;2;2;-
2015;01061118;Kollmar;16;9;7
2015;01061119;Neuendorf-Sachsenbande;5;3;2
2015;01062001;Ahrensburg;452;203;249
2015;01062003;Badendorf;3;1;2
2015;01062004;Bad Oldesloe;285;130;155
2015;01062005;Bargfeld-Stegen;17;10;7
2015;01062006;Bargteheide;173;87;86
2015;01062008;Barnitz;7;4;3
2015;01062009;Barsbüttel;148;69;79
2015;01062011;Braak;22;10;12
2015;01062014;Delingsdorf;12;7;5
2015;01062016;Elmenhorst;13;7;6
2015;01062018;Glinde;170;81;89
2015;01062019;Grabau;8;5;3
2015;01062020;Grande;5;4;1
2015;01062021;Grönwohld;14;6;8
2015;01062022;Großensee;14;6;8
2015;01062023;Großhansdorf;155;66;89
2015;01062025;Hamberge;8;4;4
2015;01062026;Hamfelde;4;1;3
2015;01062027;Hammoor;16;4;12
2015;01062031;Heidekamp;4;3;1
2015;01062032;Heilshoop;3;2;1
2015;01062033;Hohenfelde;2;1;1
2015;01062035;Hoisdorf;42;11;31
2015;01062036;Jersbek;26;10;16
2015;01062039;Klein Wesenberg;5;3;2
2015;01062040;Köthel;1;1;-
2015;01062045;Lütjensee;73;22;51
2015;01062046;Meddewade;4;2;2
2015;01062048;Mönkhagen;5;4;1
2015;01062050;Neritz;4;3;1
2015;01062051;Nienwohld;1;1;-
2015;01062053;Oststeinbek;104;48;56
2015;01062056;Pölitz;10;8;2
2015;01062058;Rausdorf;2;2;-
2015;01062059;Rehhorst;4;2;2
2015;01062060;Reinbek;303;146;157
2015;01062061;Reinfeld (Holstein);107;46;61
2015;01062062;Rethwisch;5;1;4
2015;01062065;Rümpel;21;5;16
2015;01062069;Siek;13;7;6
2015;01062071;Stapelfeld;14;8;6
2015;01062076;Tangstedt;64;31;33
2015;01062078;Todendorf;3;1;2
2015;01062081;Tremsbüttel;15;11;4
2015;01062082;Trittau;98;45;53
2015;01062083;Westerau;4;3;1
2015;01062086;Witzhave;16;9;7
2015;01062087;Zarpen;11;6;5
2015;01062088;Brunsbek;14;9;5
2015;01062089;Lasbek;7;2;5
2015;01062090;Ammersbek;74;41;33
2015;01062091;Steinburg;18;11;7
2015;01062092;Travenbrück;11;2;9
2015;01062093;Feldhorst;1;1;-
2015;01062094;Wesenberg;9;7;2
2015;02000000;Hamburg;17565;8321;9244
2015;03101000;Braunschweig, krsfr. Stadt;2838;1363;1475
2015;03102000;Salzgitter, krsfr. Stadt;1390;694;696
2015;03103000;Wolfsburg, krsfr. Stadt;1480;743;737
2015;03151009;Gifhorn;476;243;233
2015;03151025;Sassenburg;91;48;43
2015;03151040;Wittingen;126;64;62
2015;03151401;Boldecker Land, Samtgemeinde;78;42;36
2015;03151401002;Barwedel;7;7;-
2015;03151401004;Bokensdorf;10;6;4
2015;03151401014;Jembke;15;9;6
2015;03151401020;Osloß;13;4;9
2015;03151401030;Tappenbeck;14;6;8
2015;03151401039;Weyhausen;19;10;9
2015;03151402;Brome, Samtgemeinde;155;85;70
2015;03151402003;Bergfeld;12;6;6
2015;03151402005;Brome;43;27;16
2015;03151402008;Ehra-Lessien;28;11;17
2015;03151402021;Parsau;15;9;6
2015;03151402024;Rühen;36;20;16
2015;03151402031;Tiddische;7;3;4
2015;03151402032;Tülau;14;9;5
2015;03151403;Hankensbüttel, Samtgemeinde;146;70;76
2015;03151403007;Dedelstorf;13;8;5
2015;03151403011;Hankensbüttel;67;34;33
2015;03151403019;Obernholz;12;7;5
2015;03151403028;Sprakensehl;34;15;19
2015;03151403029;Steinhorst, Niedersachs;20;6;14
2015;03151404;Isenbüttel, Samtgemeinde;140;77;63
2015;03151404006;Calberlah;51;24;27
2015;03151404013;Isenbüttel;64;36;28
2015;03151404022;Ribbesbüttel;12;10;2
2015;03151404037;Wasbüttel;13;7;6
2015;03151405;Meinersen, Samtgemeinde;185;98;87
2015;03151405012;Hillerse;13;8;5
2015;03151405015;Leiferde;51;26;25
2015;03151405017;Meinersen;77;42;35
2015;03151405018;Müden (Aller);44;22;22
2015;03151406;Papenteich, Samtgemeinde;193;111;82
2015;03151406001;Adenbüttel;12;11;1
2015;03151406016;Meine;69;40;29
2015;03151406023;Rötgesbüttel;14;8;6
2015;03151406027;Schwülper;69;34;35
2015;03151406034;Vordorf;22;13;9
2015;03151406041;Didderse;7;5;2
2015;03151407;Wesendorf, Samtgemeinde;129;68;61
2015;03151407010;Groß Oesingen;16;7;9
2015;03151407026;Schönewörde;7;4;3
2015;03151407033;Ummern;12;7;5
2015;03151407035;Wagenhoff;7;4;3
2015;03151407036;Wahrenholz;26;17;9
2015;03151407038;Wesendorf, Niedersachs;61;29;32
2015;03151501;Giebel, gem.fr. Geb.;-;-;-
2015;03152001;Adelebsen;72;34;38
2015;03152004;Bovenden;133;73;60
2015;03152007;Duderstadt;279;135;144
2015;03152009;Friedland, Kr Göttingen;80;42;38
2015;03152011;Gleichen;67;27;40
2015;03152012;Göttingen;1183;579;604
2015;03152016;Hann. Münden;371;173;198
2015;03152021;Rosdorf, Kr Göttingen;109;69;40
2015;03152026;Staufenberg, Niedersachs;111;43;68
2015;03152401;Dransfeld, Samtgemeinde;95;44;51
2015;03152401005;Bühren;5;3;2
2015;03152401006;Dransfeld;41;16;25
2015;03152401013;Jühnde;4;3;1
2015;03152401017;Niemetal;22;10;12
2015;03152401023;Scheden;23;12;11
2015;03152402;Gieboldehausen, Samtgemeinde;163;74;89
2015;03152402002;Bilshausen;33;16;17
2015;03152402003;Bodensee;7;5;2
2015;03152402010;Gieboldehausen;34;18;16
2015;03152402014;Krebeck;8;1;7
2015;03152402018;Obernfeld;15;4;11
2015;03152402019;Rhumspringe;26;13;13
2015;03152402020;Rollshausen;11;5;6
2015;03152402022;Rüdershausen;7;3;4
2015;03152402028;Wollbrandshausen;17;7;10
2015;03152402029;Wollershausen;5;2;3
2015;03152403;Radolfshausen, Samtgemeinde;80;35;45
2015;03152403008;Ebergötzen;32;13;19
2015;03152403015;Landolfshausen;9;4;5
2015;03152403024;Seeburg, Niedersachs;15;8;7
2015;03152403025;Seulingen;12;5;7
2015;03152403027;Waake;12;5;7
2015;03153002;Bad Harzburg;407;174;233
2015;03153003;Braunlage, Stadt;-;-;-
2015;03153005;Goslar, Stadt;-;-;-
2015;03153007;Langelsheim;165;90;75
2015;03153008;Liebenburg;141;73;68
2015;03153010;Sankt Andreasberg, Bergstadt;-;-;-
2015;03153012;Seesen;256;118;138
2015;03153013;Vienenburg, Stadt;-;-;-
2015;03153016;Braunlage, Stadt;113;51;62
2015;03153017;Goslar, Stadt;736;329;407
2015;03153018;Clausthal-Zellerfeld, Berg- und Universitätsstadt;190;107;83
2015;03153401;Lutter am Barenberge, Samtgemeinde;62;36;26
2015;03153401006;Hahausen;10;6;4
2015;03153401009;Lutter am Barenberge;40;20;20
2015;03153401014;Wallmoden;12;10;2
2015;03153402;Samtgemeinde Oberharz;-;-;-
2015;03153402001;Altenau, Bergstadt;-;-;-
2015;03153402004;Clausthal-Zellerfeld, Bergstadt;-;-;-
2015;03153402011;Schulenberg im Oberharz;-;-;-
2015;03153402015;Wildemann, Bergstadt;-;-;-
2015;03153504;Harz (Landkreis Goslar), gem.fr. Geb.;-;-;-
2015;03154003;Büddenstedt;28;20;8
2015;03154010;Helmstedt;352;184;168
2015;03154013;Königslutter am Elm;256;129;127
2015;03154014;Lehre;159;78;81
2015;03154019;Schöningen;188;102;86
2015;03154401;Grasleben, Samtgemeinde;86;38;48
2015;03154401008;Grasleben;56;29;27
2015;03154401015;Mariental b Helmstedt;23;5;18
2015;03154401016;Querenhorst;3;1;2
2015;03154401018;Rennau;4;3;1
2015;03154402;Heeseberg, Samtgemeinde;74;34;40
2015;03154402002;Beierstedt;2;-;2
2015;03154402006;Gevensleben;9;4;5
2015;03154402011;Ingeleben;6;3;3
2015;03154402012;Jerxheim;40;17;23
2015;03154402020;Söllingen;11;6;5
2015;03154402023;Twieflingen;6;4;2
2015;03154402027;Söllingen;-;-;-
2015;03154403;Nord-Elm, Samtgemeinde;79;44;35
2015;03154403005;Frellstedt;10;6;4
2015;03154403017;Räbke;9;7;2
2015;03154403021;Süpplingen;31;19;12
2015;03154403022;Süpplingenburg;13;4;9
2015;03154403025;Warberg;5;3;2
2015;03154403026;Wolsdorf;11;5;6
2015;03154404;Velpke, Samtgemeinde;125;63;62
2015;03154404001;Bahrdorf;19;10;9
2015;03154404004;Danndorf;19;9;10
2015;03154404007;Grafhorst;12;10;2
2015;03154404009;Groß Twülpstedt;15;6;9
2015;03154404024;Velpke;60;28;32
2015;03154501;Brunsleberfeld, gem.fr. Geb.;-;-;-
2015;03154502;Helmstedt, gem.fr. Geb.;-;-;-
2015;03154503;Königslutter, gem.fr. Geb.;-;-;-
2015;03154504;Mariental, gem.fr. Geb.;-;-;-
2015;03154506;Schöningen, gem.fr. Geb.;-;-;-
2015;03155001;Bad Gandersheim;178;67;111
2015;03155002;Bodenfelde;51;29;22
2015;03155003;Dassel;128;70;58
2015;03155004;Einbeck;-;-;-
2015;03155005;Hardegsen;106;58;48
2015;03155006;Kalefeld;89;43;46
2015;03155007;Katlenburg-Lindau;69;30;39
2015;03155008;Kreiensen;-;-;-
2015;03155009;Moringen;70;41;29
2015;03155010;Nörten-Hardenberg;85;37;48
2015;03155011;Northeim;382;200;182
2015;03155012;Uslar;271;119;152
2015;03155013;Einbeck, Stadt;440;220;220
2015;03155501;Solling (Lkr.Northeim);-;-;-
2015;03156002;Bad Lauterberg im Harz;193;80;113
2015;03156003;Bad Sachsa;170;84;86
2015;03156009;Herzberg am Harz;209;100;109
2015;03156011;Osterode am Harz;332;159;173
2015;03156017;Bad Grund (Harz);141;67;74
2015;03156401;Bad Grund (Harz), Samtgemeinde;-;-;-
2015;03156401001;Bad Grund (Harz);-;-;-
2015;03156401004;Badenhausen;-;-;-
2015;03156401005;Eisdorf;-;-;-
2015;03156401007;Gittelde;-;-;-
2015;03156401014;Windhausen;-;-;-
2015;03156402;Hattorf am Harz, Samtgemeinde;125;60;65
2015;03156402006;Elbingerode;4;1;3
2015;03156402008;Hattorf am Harz;94;41;53
2015;03156402010;Hörden;5;3;2
2015;03156402015;Wulften;22;15;7
2015;03156403;Walkenried, Samtgemeinde;104;54;50
2015;03156403012;Walkenried;24;11;13
2015;03156403013;Wieda;43;26;17
2015;03156403016;Zorge;37;17;20
2015;03156501;Harz (Landkreis Osterode), gem.fr. Geb.;-;-;-
2015;03157001;Edemissen;147;62;85
2015;03157002;Hohenhameln;100;46;54
2015;03157003;Ilsede;-;-;-
2015;03157004;Lahstedt;-;-;-
2015;03157005;Lengede;119;58;61
2015;03157006;Peine;718;325;393
2015;03157007;Vechelde;157;79;78
2015;03157008;Wendeburg;91;43;48
2015;03157009;Ilsede;261;130;131
2015;03158006;Cremlingen;114;52;62
2015;03158037;Wolfenbüttel;652;322;330
2015;03158039;Schladen-Werla;158;75;83
2015;03158401;Samtgemeinde Asse;-;-;-
2015;03158401008;Denkte;-;-;-
2015;03158401017;Hedeper;-;-;-
2015;03158401021;Kissenbrück;-;-;-
2015;03158401024;Remlingen;-;-;-
2015;03158401025;Roklum;-;-;-
2015;03158401029;Semmenstedt;-;-;-
2015;03158401036;Wittmar;-;-;-
2015;03158402;Baddeckenstedt, Samtgemeinde;124;55;69
