GENESIS-Tabelle: 46241-01-03-5-B
Straßenverkehrsunfälle, verunglückte Personen;;;;;;;
- Jahressumme - regionale Ebenen;;;;;;;
Statistik der Straßenverkehrsunfälle;;;;;;;
2015;;;;;;;
;;Unfälle (insgesamt);Unfälle mit Personenschaden;Schwerwiegende Unfälle mit Sachschaden i. e. S.;Sons.Sachschadensunf.unter d.Einfl.berausch.Mittel;Getötete Personen;Verletzte Personen
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
01057087;Wendtorf;3;3;0;0;0;10
01057088;Wisch;4;3;1;0;0;9
01057089;Wittmoldt;1;1;0;0;0;1
01057090;Fargau-Pratjau;1;1;0;0;0;1
01057091;Schwentinental;84;70;13;1;0;104
01058001;Achterwehr;7;6;1;0;0;10
01058003;Alt Duvenstedt;16;11;5;0;0;13
01058004;Altenhof;3;2;1;0;0;2
01058005;Altenholz;12;9;2;1;0;15
01058007;Arpsdorf;2;2;0;0;0;4
01058008;Ascheffel;7;7;0;0;0;10
01058009;Aukrug;28;26;2;0;0;38
01058010;Bargstall;0;0;0;0;0;0
01058011;Bargstedt;3;2;1;0;0;3
01058012;Barkelsby;12;8;4;0;1;14
01058013;Beldorf;3;2;1;0;0;3
01058014;Bendorf;0;0;0;0;0;0
01058015;Beringstedt;3;3;0;0;0;3
01058016;Bissee;1;1;0;0;0;1
01058018;Blumenthal;18;7;11;0;0;12
01058019;Böhnhusen;0;0;0;0;0;0
01058021;Bokel;3;1;1;1;0;1
01058022;Bordesholm;33;30;1;2;0;35
01058023;Borgdorf-Seedorf;3;3;0;0;0;4
01058024;Borgstedt;15;12;3;0;1;21
01058025;Bornholt;5;4;1;0;0;9
01058026;Bovenau;9;5;4;0;0;5
01058027;Brammer;2;1;1;0;0;2
01058028;Bredenbek;6;6;0;0;0;6
01058029;Breiholz;4;4;0;0;0;5
01058030;Brekendorf;8;7;1;0;0;11
01058031;Brinjahe;2;1;1;0;0;2
01058032;Brodersby;3;2;0;1;0;2
01058033;Brügge;3;3;0;0;0;6
01058034;Büdelsdorf;44;39;3;2;0;45
01058035;Bünsdorf;4;2;2;0;0;6
01058036;Christiansholm;1;0;1;0;0;0
01058037;Dänischenhagen;6;6;0;0;0;9
01058038;Dätgen;14;10;4;0;0;19
01058039;Damendorf;0;0;0;0;0;0
01058040;Damp;6;4;2;0;0;5
01058042;Dörphof;2;2;0;0;0;2
01058043;Eckernförde;133;116;12;5;0;153
01058044;Ehndorf;6;4;2;0;0;19
01058045;Eisendorf;6;4;2;0;0;10
01058046;Ellerdorf;1;1;0;0;0;1
01058047;Elsdorf-Westermühlen;6;5;1;0;0;5
01058048;Embühren;0;0;0;0;0;0
01058049;Emkendorf;11;7;3;1;0;12
01058050;Felde;14;9;4;1;1;9
01058051;Felm;6;6;0;0;2;6
01058052;Fleckeby;6;6;0;0;0;6
01058053;Flintbek;16;14;2;0;0;17
01058054;Fockbek;30;24;6;0;1;29
01058055;Friedrichsgraben;0;0;0;0;0;0
01058056;Friedrichsholm;3;2;1;0;0;3
01058057;Gammelby;5;3;2;0;0;3
01058058;Gettorf;28;25;3;0;0;28
01058059;Gnutz;4;3;1;0;0;3
01058061;Gokels;6;5;1;0;0;7
01058062;Grauel;2;1;1;0;0;3
01058063;Grevenkrug;6;5;1;0;0;6
01058064;Groß Buchwald;2;1;0;1;0;1
01058065;Groß Vollstedt;4;2;2;0;0;2
01058066;Groß Wittensee;4;3;1;0;0;3
01058067;Güby;1;1;0;0;0;1
01058068;Haale;0;0;0;0;0;0
01058069;Haby;2;2;0;0;0;2
01058070;Hamdorf;6;5;1;0;0;9
01058071;Hamweddel;3;2;1;0;0;2
01058072;Hanerau-Hademarschen;9;8;1;0;0;15
01058073;Haßmoor;4;3;1;0;0;4
01058074;Heinkenborstel;2;1;1;0;0;1
01058075;Hörsten;1;1;0;0;0;1
01058076;Hoffeld;6;6;0;0;0;10
01058077;Hohenwestedt;23;21;2;0;0;24
01058078;Hohn;4;4;0;0;0;6
01058080;Holtsee;2;2;0;0;0;2
01058081;Holzbunge;1;1;0;0;0;2
01058082;Holzdorf;4;3;1;0;0;4
01058083;Hütten;3;2;1;0;0;2
01058084;Hummelfeld;0;0;0;0;0;0
01058085;Jahrsdorf;3;3;0;0;0;4
01058086;Jevenstedt;19;17;1;1;0;24
01058087;Karby;1;0;1;0;0;0
01058088;Klein Wittensee;1;1;0;0;0;1
01058089;Königshügel;1;1;0;0;0;1
01058090;Kosel;9;7;2;0;0;8
01058091;Krogaspe;3;3;0;0;0;5
01058092;Kronshagen;49;44;5;0;0;48
01058093;Krummwisch;2;2;0;0;0;2
01058094;Langwedel;7;6;0;1;0;8
01058096;Lindau;5;4;1;0;0;4
01058097;Lohe-Föhrden;4;4;0;0;0;6
01058098;Loop;10;6;3;1;0;10
01058099;Loose;1;1;0;0;0;1
01058100;Lütjenwestedt;2;2;0;0;0;3
01058101;Luhnstedt;0;0;0;0;0;0
01058102;Goosefeld;3;3;0;0;0;3
01058103;Meezen;1;0;1;0;0;0
01058104;Melsdorf;12;8;3;1;0;9
01058105;Mielkendorf;9;9;0;0;0;18
01058106;Mörel;1;1;0;0;0;1
01058107;Molfsee;17;15;1;1;0;22
01058108;Mühbrook;2;2;0;0;0;4
01058109;Negenharrie;3;2;1;0;0;3
01058110;Neudorf-Bornstein;8;8;0;0;4;14
01058111;Neu Duvenstedt;7;7;0;0;0;11
01058112;Neuwittenbek;2;2;0;0;0;2
01058113;Nienborstel;2;2;0;0;0;2
01058115;Nindorf;2;2;0;0;0;2
01058116;Noer;2;2;0;0;0;2
01058117;Nortorf;24;21;1;2;0;33
01058118;Nübbel;2;1;1;0;1;0
01058119;Oldenbüttel;2;2;0;0;0;2
01058120;Oldenhütten;2;2;0;0;0;2
01058121;Osdorf;3;2;0;1;0;2
01058122;Ostenfeld (Rendsburg);6;6;0;0;0;7
01058123;Osterby;1;1;0;0;0;1
01058124;Osterrönfeld;31;24;6;1;0;29
01058125;Osterstedt;3;2;0;1;0;3
01058126;Ottendorf;3;2;1;0;0;2
01058127;Owschlag;17;14;3;0;0;16
01058128;Padenstedt;25;14;9;2;0;20
01058129;Prinzenmoor;0;0;0;0;0;0
01058130;Quarnbek;6;4;2;0;0;5
01058131;Rade b. Hohenwestedt;0;0;0;0;0;0
01058132;Rade b. Rendsburg;4;3;1;0;0;8
01058133;Reesdorf;2;2;0;0;0;2
01058134;Remmels;6;6;0;0;0;12
01058135;Rendsburg;192;160;26;6;0;200
01058136;Rickert;2;1;1;0;0;1
01058137;Rieseby;8;7;1;0;0;11
01058138;Rodenbek;1;1;0;0;0;1
01058139;Rumohr;16;12;4;0;0;20
01058140;Schacht-Audorf;14;13;1;0;0;17
01058141;Schierensee;1;1;0;0;0;2
01058142;Schinkel;1;0;0;1;0;0
01058143;Schmalstede;3;2;1;0;0;2
01058144;Schönbek;15;8;6;1;0;15
01058145;Schönhorst;1;1;0;0;0;1
01058146;Schülldorf;31;17;14;0;0;34
01058147;Schülp b. Nortorf;3;3;0;0;0;4
01058148;Schülp b. Rendsburg;2;1;1;0;0;2
01058150;Schwedeneck;9;8;1;0;0;9
01058151;Seefeld;1;1;0;0;0;2
01058152;Sehestedt;2;2;0;0;0;3
01058153;Sören;2;2;0;0;0;3
01058154;Sophienhamm;1;1;0;0;0;1
01058155;Stafstedt;1;1;0;0;0;1
01058156;Steenfeld;3;2;1;0;0;5
01058157;Strande;2;2;0;0;0;3
01058158;Tackesdorf;0;0;0;0;0;0
01058159;Tappendorf;0;0;0;0;0;0
01058160;Techelsdorf;0;0;0;0;0;0
01058161;Thaden;3;2;1;0;0;3
01058162;Thumby;3;3;0;0;0;4
01058163;Timmaspe;2;1;1;0;0;2
01058164;Todenbüttel;1;1;0;0;0;1
01058165;Tüttendorf;5;3;2;0;0;5
01058166;Waabs;7;6;1;0;0;10
01058167;Wapelfeld;3;3;0;0;0;7
01058168;Warder;10;7;2;1;0;10
01058169;Wasbek;30;24;5;1;0;38
01058170;Wattenbek;8;8;0;0;0;10
01058171;Westensee;5;4;1;0;0;5
01058172;Westerrönfeld;16;14;2;0;0;15
01058173;Windeby;7;5;2;0;0;9
01058174;Winnemark;2;1;1;0;0;1
01058175;Ahlefeld-Bistensee;1;1;0;0;0;1
01059001;Alt Bennebek;1;1;0;0;0;1
01059002;Arnis;0;0;0;0;0;0
01059005;Bergenhusen;2;2;0;0;0;2
01059006;Böel;3;2;1;0;0;3
01059008;Böklund;12;8;3;1;0;11
01059009;Börm;1;0;1;0;0;0
01059010;Bollingstedt;16;12;4;0;0;19
01059011;Boren;-;-;-;-;-;-
01059012;Borgwedel;3;3;0;0;0;3
01059014;Brebel;1;0;1;0;0;0
01059016;Brodersby;2;2;0;0;0;2
01059018;Busdorf;21;14;7;0;0;23
01059019;Dannewerk;14;11;3;0;0;13
01059020;Dörpstedt;1;0;0;1;0;0
01059021;Dollrottfeld;2;2;0;0;0;6
01059022;Ekenis;-;-;-;-;-;-
01059023;Ellingstedt;3;2;1;0;0;2
01059024;Erfde;3;3;0;0;0;4
01059026;Fahrdorf;10;8;2;0;0;14
01059032;Geltorf;1;1;0;0;0;1
01059033;Goltoft;0;0;0;0;0;0
01059034;Grödersby;0;0;0;0;0;0
01059035;Groß Rheide;4;4;0;0;1;5
01059037;Havetoft;3;3;0;0;0;3
01059038;Havetoftloit;-;-;-;-;-;-
01059039;Hollingstedt;1;1;0;0;0;2
01059041;Hüsby;5;5;0;0;0;9
01059042;Idstedt;4;4;0;0;0;5
01059043;Jagel;8;8;0;0;0;10
01059044;Jübek;10;10;0;0;0;12
01059045;Kappeln;63;52;8;3;2;63
01059047;Kiesby;-;-;-;-;-;-
01059049;Klappholz;1;1;0;0;0;1
01059050;Klein Bennebek;3;2;1;0;0;2
01059051;Klein Rheide;6;5;1;0;0;6
01059053;Kropp;27;23;3;1;0;35
01059055;Loit;1;1;0;0;0;1
01059056;Lottorf;5;5;0;0;0;11
01059057;Lürschau;9;7;1;1;0;8
01059058;Meggerdorf;4;4;0;0;1;3
01059060;Mohrkirch;2;1;0;1;0;3
01059062;Neuberend;3;2;0;1;0;2
01059063;Norderbrarup;2;2;0;0;0;3
01059064;Norderstapel;3;3;0;0;0;5
01059065;Nottfeld;3;3;0;0;0;5
01059067;Oersberg;2;1;1;0;0;1
01059068;Rabenkirchen-Faulück;7;6;1;0;0;12
01059069;Rüde;-;-;-;-;-;-
01059070;Rügge;1;1;0;0;0;2
01059071;Satrup;-;-;-;-;-;-
01059072;Saustrup;2;2;0;0;1;2
01059073;Schaalby;9;5;4;0;0;6
01059074;Scheggerott;0;0;0;0;0;0
01059075;Schleswig;126;105;18;3;3;131
01059076;Schnarup-Thumby;1;1;0;0;0;1
01059077;Schuby;14;9;4;1;0;13
01059078;Selk;7;6;1;0;0;10
01059079;Silberstedt;15;12;3;0;0;13
01059080;Steinfeld;0;0;0;0;0;0
01059081;Stolk;9;6;2;1;0;6
01059082;Struxdorf;1;0;1;0;0;0
01059083;Süderbrarup;22;20;2;0;0;23
01059084;Süderfahrenstedt;1;1;0;0;0;1
01059085;Süderstapel;2;1;1;0;0;1
01059086;Taarstedt;3;2;1;0;0;2
01059087;Tetenhusen;6;6;0;0;0;6
01059088;Tielen;0;0;0;0;0;0
01059090;Tolk;6;6;0;0;0;12
01059092;Treia;11;10;1;0;0;12
01059093;Ülsby;1;0;1;0;0;0
01059094;Ulsnis;2;2;0;0;0;4
01059095;Wagersrott;2;2;0;0;0;2
01059096;Wohlde;2;1;1;0;0;2
01059097;Twedt;5;5;0;0;0;6
01059098;Nübel;9;7;1;1;0;12
01059101;Tastrup;0;0;0;0;0;0
01059102;Ahneby;1;1;0;0;0;1
01059103;Ausacker;3;2;1;0;0;3
01059105;Böxlund;0;0;0;0;0;0
01059106;Dollerup;3;1;2;0;0;1
01059107;Eggebek;11;11;0;0;0;14
01059109;Esgrus;3;2;1;0;0;3
01059112;Gelting;9;7;0;2;0;8
01059113;Glücksburg (Ostsee);26;23;3;0;0;28
01059115;Großenwiehe;13;10;3;0;0;11
01059116;Großsolt;12;10;2;0;0;14
01059118;Grundhof;0;0;0;0;0;0
01059120;Harrislee;42;26;16;0;2;35
01059121;Hasselberg;8;8;0;0;1;10
01059123;Hörup;2;1;1;0;0;2
01059124;Holt;2;2;0;0;0;3
01059126;Hürup;9;6;3;0;0;9
01059127;Husby;7;3;3;1;0;3
01059128;Janneby;3;3;0;0;0;5
01059129;Jardelund;2;2;0;0;0;6
01059131;Jerrishoe;1;1;0;0;0;2
01059132;Jörl;7;6;1;0;0;9
01059136;Kronsgaard;0;0;0;0;0;0
01059137;Langballig;7;7;0;0;0;7
01059138;Langstedt;2;2;0;0;0;2
01059141;Maasbüll;2;2;0;0;0;5
01059142;Maasholm;0;0;0;0;0;0
01059143;Medelby;6;5;1;0;0;5
01059144;Meyn;6;4;2;0;0;4
01059145;Munkbrarup;5;4;1;0;0;7
01059147;Nieby;1;1;0;0;0;1
01059148;Niesgrau;2;1;1;0;0;1
01059149;Nordhackstedt;3;3;0;0;0;5
01059151;Osterby;0;0;0;0;0;0
01059152;Pommerby;1;1;0;0;0;1
01059153;Quern;-;-;-;-;-;-
01059154;Rabel;2;2;0;0;0;2
01059155;Rabenholz;1;1;0;0;0;2
01059157;Ringsberg;2;2;0;0;0;5
01059158;Schafflund;11;11;0;0;0;13
01059159;Sieverstedt;15;12;3;0;0;16
01059161;Sörup;23;20;3;0;0;24
01059162;Sollerup;2;2;0;0;0;2
01059163;Stangheck;0;0;0;0;0;0
01059164;Steinberg;4;4;0;0;1;3
01059165;Steinbergkirche;-;-;-;-;-;-
01059167;Sterup;11;10;1;0;0;14
01059168;Stoltebüll;2;1;0;1;0;2
01059169;Süderhackstedt;2;2;0;0;0;2
01059171;Tarp;25;21;3;1;0;27
01059173;Wallsbüll;6;6;0;0;0;8
01059174;Wanderup;18;14;3;1;0;19
01059176;Wees;12;11;1;0;0;17
01059177;Weesby;2;2;0;0;0;4
01059178;Westerholz;1;1;0;0;0;1
01059179;Lindewitt;12;8;4;0;0;11
01059182;Freienwill;6;5;1;0;0;6
01059183;Handewitt;93;66;25;2;1;102
01059184;Oeversee;25;19;5;1;1;29
01059185;Mittelangeln;8;8;0;0;0;9
01059186;Steinbergkirche;11;9;2;0;0;10
01059187;Boren;8;8;0;0;0;9
01060002;Alveslohe;20;16;4;0;1;17
01060003;Armstedt;3;2;1;0;0;2
01060004;Bad Bramstedt;80;69;9;2;1;85
01060005;Bad Segeberg;144;123;16;5;1;148
01060006;Bahrenhof;0;0;0;0;0;0
01060007;Bark;9;7;2;0;0;7
01060008;Bebensee;1;1;0;0;0;2
01060009;Bimöhlen;16;8;7;1;0;11
01060010;Blunk;6;6;0;0;0;7
01060011;Boostedt;13;12;0;1;0;13
01060012;Bornhöved;32;23;8;1;0;26
01060013;Borstel;1;1;0;0;0;1
01060014;Buchholz b. Wahlstedt;11;6;4;1;1;9
01060015;Bühnsdorf;1;1;0;0;0;1
01060016;Daldorf;2;1;1;0;0;1
01060017;Damsdorf;2;2;0;0;0;2
01060018;Dreggers;1;1;0;0;0;1
01060019;Ellerau;16;10;5;1;0;11
01060020;Fahrenkrug;3;2;1;0;0;2
01060021;Föhrden-Barl;2;2;0;0;0;4
01060022;Fredesdorf;1;1;0;0;0;1
01060023;Fuhlendorf;2;2;0;0;0;3
01060024;Geschendorf;3;3;0;0;0;3
01060025;Glasau;3;3;0;0;0;3
01060026;Gönnebek;7;7;0;0;0;14
01060027;Großenaspe;26;19;6;1;0;30
01060028;Groß Kummerfeld;12;10;2;0;0;16
01060029;Groß Niendorf;10;10;0;0;1;13
01060030;Groß Rönnau;6;4;2;0;0;4
01060031;Hagen;5;5;0;0;0;5
01060033;Hardebek;1;1;0;0;0;2
01060034;Hartenholm;6;6;0;0;0;12
01060035;Hasenkrug;0;0;0;0;0;0
01060036;Hasenmoor;9;9;0;0;0;12
01060037;Heidmoor;3;2;1;0;0;2
01060038;Heidmühlen;2;2;0;0;0;4
01060039;Henstedt-Ulzburg;128;106;17;5;0;136
01060040;Hitzhusen;3;3;0;0;0;4
01060041;Högersdorf;9;8;1;0;0;13
01060042;Hüttblek;0;0;0;0;0;0
01060043;Itzstedt;10;7;1;2;0;8
01060044;Kaltenkirchen;122;103;16;3;0;136
01060045;Kattendorf;6;4;2;0;0;6
01060046;Kayhude;7;7;0;0;0;7
01060047;Kisdorf;19;14;4;1;0;24
01060048;Klein Gladebrügge;1;1;0;0;0;1
01060049;Klein Rönnau;8;7;0;1;0;8
01060050;Krems II;2;2;0;0;0;2
01060051;Kükels;2;2;0;0;0;3
01060052;Latendorf;2;1;1;0;0;2
01060053;Leezen;17;16;1;0;0;19
01060054;Lentföhrden;20;18;2;0;0;25
01060056;Mönkloh;2;2;0;0;0;2
01060057;Mözen;1;1;0;0;0;2
01060058;Nahe;7;5;1;1;0;6
01060059;Negernbötel;6;3;3;0;0;4
01060060;Nehms;1;1;0;0;0;1
01060061;Neuengörs;0;0;0;0;0;0
01060062;Neversdorf;2;1;1;0;0;1
01060063;Norderstedt;411;349;49;13;1;421
01060064;Nützen;28;16;12;0;0;27
01060065;Oering;3;2;1;0;0;2
01060066;Oersdorf;5;3;1;1;0;3
01060067;Pronstorf;8;6;2;0;0;6
01060068;Rickling;21;18;3;0;1;24
01060069;Rohlstorf;2;2;0;0;0;4
01060070;Schackendorf;10;6;4;0;0;8
01060071;Schieren;1;0;1;0;0;0
01060072;Schmalensee;2;1;0;1;0;1
01060073;Schmalfeld;16;12;3;1;0;19
01060074;Schwissel;2;2;0;0;0;2
01060075;Seedorf;5;4;1;0;0;4
01060076;Seth;5;3;1;1;0;4
01060077;Sievershütten;6;6;0;0;0;7
01060079;Stipsdorf;1;1;0;0;0;1
01060080;Stocksee;3;2;1;0;0;5
01060081;Strukdorf;2;2;0;0;0;6
01060082;Struvenhütten;7;6;0;1;0;9
01060084;Stuvenborn;2;2;0;0;0;2
01060085;Sülfeld;15;13;2;0;1;13
01060086;Tarbek;3;1;2;0;0;3
01060087;Tensfeld;6;6;0;0;0;6
01060088;Todesfelde;9;7;2;0;0;7
01060089;Trappenkamp;17;11;5;1;0;15
01060090;Travenhorst;0;0;0;0;0;0
01060091;Traventhal;3;3;0;0;0;4
01060092;Wahlstedt;27;24;1;2;0;28
01060093;Wakendorf I;2;2;0;0;0;2
01060094;Wakendorf II;2;1;1;0;0;1
01060095;Weddelbrook;1;1;0;0;0;1
01060096;Weede;8;7;1;0;0;11
01060097;Wensin;5;3;2;0;0;3
01060098;Westerrade;1;1;0;0;0;2
01060099;Wiemersdorf;5;5;0;0;0;8
01060100;Winsen;1;1;0;0;0;1
01060101;Wittenborn;5;4;1;0;0;5
01061001;Aasbüttel;0;0;0;0;0;0
01061002;Aebtissinwisch;1;1;0;0;0;1
01061003;Agethorst;5;4;1;0;0;7
01061004;Altenmoor;1;1;0;0;0;1
01061005;Auufer;0;0;0;0;0;0
01061006;Bahrenfleth;3;3;0;0;0;7
01061007;Beidenfleth;3;3;0;0;0;3
01061008;Bekdorf;1;1;0;0;0;2
01061010;Bekmünde;3;3;0;0;0;3
01061011;Besdorf;1;1;0;0;0;1
01061012;Blomesche Wildnis;8;7;1;0;0;9
01061013;Bokelrehm;2;1;1;0;0;2
01061014;Bokhorst;1;0;1;0;0;0
01061015;Borsfleth;5;5;0;0;1;5
01061016;Breitenberg;1;1;0;0;0;1
01061017;Breitenburg;16;13;3;0;0;19
01061018;Brokdorf;7;7;0;0;0;8
01061019;Brokstedt;4;2;2;0;0;2
01061020;Büttel;2;2;0;0;1;3
01061021;Christinenthal;1;1;0;0;0;1
01061022;Dägeling;4;2;2;0;0;3
01061023;Dammfleth;8;6;2;0;0;8
01061024;Drage;1;1;0;0;0;1
01061025;Ecklak;0;0;0;0;0;0
01061026;Elskop;0;0;0;0;0;0
01061027;Engelbrechtsche Wildnis;3;3;0;0;0;9
01061028;Fitzbek;2;2;0;0;0;3
01061029;Glückstadt;36;32;3;1;0;34
01061030;Grevenkop;5;5;0;0;0;5
01061031;Gribbohm;1;0;1;0;0;0
01061033;Hadenfeld;1;1;0;0;0;1
01061034;Heiligenstedten;12;9;1;2;0;17
01061035;Heiligenstedtenerkamp;1;1;0;0;0;1
01061036;Hennstedt;2;2;0;0;0;2
01061037;Herzhorn;1;1;0;0;0;3
01061038;Hingstheide;3;3;0;0;0;4
01061039;Hodorf;0;0;0;0;0;0
01061040;Hohenaspe;7;5;2;0;0;5
01061041;Hohenfelde;12;6;6;0;0;7
01061042;Hohenlockstedt;20;16;3;1;1;23
01061043;Holstenniendorf;0;0;0;0;0;0
01061044;Horst (Holstein);31;25;5;1;0;36
01061045;Huje;0;0;0;0;0;0
01061046;Itzehoe;192;151;35;6;0;182
01061047;Kaaks;6;4;2;0;0;9
01061048;Kaisborstel;0;0;0;0;0;0
01061049;Kellinghusen;31;27;4;0;0;30
01061050;Kiebitzreihe;1;1;0;0;0;1
01061052;Kleve, b. Itzehoe;0;0;0;0;0;0
01061053;Kollmoor;0;0;0;0;0;0
01061054;Krempdorf;3;2;1;0;0;3
01061055;Krempe;8;6;2;0;1;7
01061056;Kremperheide;8;5;1;2;0;7
01061057;Krempermoor;2;1;1;0;0;1
01061058;Kronsmoor;0;0;0;0;0;0
01061059;Krummendiek;0;0;0;0;0;0
01061060;Kudensee;0;0;0;0;0;0
01061061;Lägerdorf;1;1;0;0;0;1
01061062;Landrecht;1;1;0;0;0;2
01061063;Landscheide;1;1;0;0;0;1
01061064;Lockstedt;1;1;0;0;0;1
01061065;Lohbarbek;0;0;0;0;0;0
01061066;Looft;0;0;0;0;0;0
01061067;Mehlbek;3;3;0;0;0;6
01061068;Moordiek;0;0;0;0;0;0
01061070;Moorhusen;0;0;0;0;0;0
01061071;Mühlenbarbek;3;2;1;0;0;4
01061072;Münsterdorf;5;3;2;0;0;5
01061073;Neuenbrook;3;3;0;0;0;4
01061074;Neuendorf b. Elmshorn;7;5;2;0;0;6
01061076;Nienbüttel;1;1;0;0;0;1
01061077;Nortorf;3;2;1;0;0;3
01061078;Nutteln;1;1;0;0;0;2
01061079;Oelixdorf;1;1;0;0;0;1
01061080;Oeschebüttel;0;0;0;0;0;0
01061081;Oldenborstel;1;1;0;0;0;2
01061082;Oldendorf;0;0;0;0;0;0
01061083;Ottenbüttel;8;6;2;0;0;8
01061084;Peissen;4;4;0;0;0;6
01061085;Pöschendorf;3;2;1;0;0;2
01061086;Poyenberg;1;0;1;0;0;0
01061087;Puls;2;1;1;0;0;1
01061088;Quarnstedt;4;4;0;0;0;4
01061089;Rade;2;2;0;0;0;4
01061091;Reher;3;2;1;0;1;3
01061092;Rethwisch;1;1;0;0;0;1
01061093;Rosdorf;2;2;0;0;0;2
01061095;Sankt Margarethen;1;1;0;0;0;1
01061096;Sarlhusen;1;1;0;0;0;1
01061097;Schenefeld;6;4;1;1;0;4
01061098;Schlotfeld;3;3;0;0;1;3
01061099;Siezbüttel;-;-;-;-;-;-
01061100;Silzen;0;0;0;0;0;0
01061101;Sommerland;5;5;0;0;0;8
01061102;Stördorf;6;5;1;0;2;4
01061103;Störkathen;1;1;0;0;0;1
01061104;Süderau;3;3;0;0;0;3
01061105;Vaale;2;2;0;0;0;2
01061106;Vaalermoor;0;0;0;0;0;0
01061107;Wacken;8;5;2;1;0;5
01061108;Warringholz;2;2;0;0;0;3
01061109;Westermoor;0;0;0;0;0;0
01061110;Wewelsfleth;1;1;0;0;0;1
01061111;Wiedenborstel;0;0;0;0;0;0
01061112;Willenscharen;4;4;0;0;0;7
01061113;Wilster;11;10;1;0;0;10
01061114;Winseldorf;1;1;0;0;0;1
01061115;Wittenbergen;0;0;0;0;0;0
01061116;Wrist;17;14;3;0;0;17
01061117;Wulfsmoor;0;0;0;0;0;0
01061118;Kollmar;10;8;2;0;0;9
01061119;Neuendorf-Sachsenbande;1;1;0;0;0;2
01062001;Ahrensburg;158;132;21;5;0;154
01062003;Badendorf;5;4;1;0;0;7
01062004;Bad Oldesloe;148;122;24;2;2;172
01062005;Bargfeld-Stegen;10;8;2;0;0;10
01062006;Bargteheide;62;56;5;1;0;69
01062008;Barnitz;24;10;14;0;1;17
01062009;Barsbüttel;79;55;19;5;1;85
01062011;Braak;26;21;5;0;0;27
01062014;Delingsdorf;15;14;1;0;0;17
01062016;Elmenhorst;11;7;4;0;0;11
01062018;Glinde;57;46;7;4;0;52
01062019;Grabau;1;0;1;0;0;0
01062020;Grande;12;11;1;0;0;15
01062021;Grönwohld;3;3;0;0;0;3
01062022;Großensee;8;8;0;0;0;12
01062023;Großhansdorf;50;39;10;1;0;55
01062025;Hamberge;22;15;6;1;0;19
01062026;Hamfelde;3;2;1;0;0;2
01062027;Hammoor;24;20;4;0;0;29
01062031;Heidekamp;2;2;0;0;0;2
01062032;Heilshoop;2;1;1;0;0;1
01062033;Hohenfelde;0;0;0;0;0;0
01062035;Hoisdorf;11;9;2;0;0;9
01062036;Jersbek;11;10;0;1;0;13
01062039;Klein Wesenberg;3;2;1;0;0;2
01062040;Köthel;0;0;0;0;0;0
01062045;Lütjensee;9;7;1;1;0;8
01062046;Meddewade;0;0;0;0;0;0
01062048;Mönkhagen;11;6;5;0;0;8
01062050;Neritz;3;3;0;0;0;3
01062051;Nienwohld;0;0;0;0;0;0
01062053;Oststeinbek;33;31;2;0;0;34
01062056;Pölitz;14;6;8;0;0;17
01062058;Rausdorf;1;1;0;0;0;1
01062059;Rehhorst;5;4;1;0;0;6
01062060;Reinbek;96;71;21;4;1;82
01062061;Reinfeld (Holstein);56;45;11;0;0;68
01062062;Rethwisch;10;9;1;0;0;22
01062065;Rümpel;6;5;1;0;0;5
01062069;Siek;31;23;8;0;0;31
01062071;Stapelfeld;26;20;6;0;0;31
01062076;Tangstedt;42;34;6;2;1;50
01062078;Todendorf;18;10;7;1;0;11
01062081;Tremsbüttel;6;4;1;1;0;7
01062082;Trittau;42;37;4;1;1;56
01062083;Westerau;0;0;0;0;0;0
01062086;Witzhave;11;7;4;0;0;9
01062087;Zarpen;2;2;0;0;0;4
01062088;Brunsbek;5;4;1;0;0;4
01062089;Lasbek;26;21;4;1;0;29
01062090;Ammersbek;28;24;4;0;1;30
01062091;Steinburg;9;8;1;0;0;9
01062092;Travenbrück;7;5;2;0;0;5
01062093;Feldhorst;2;1;1;0;0;1
01062094;Wesenberg;10;7;2;1;1;7
02000000;Hamburg;10252;7881;2030;341;20;10083
03101000;Braunschweig, krsfr. Stadt;1306;1037;221;48;9;1287
03102000;Salzgitter, krsfr. Stadt;464;368;72;24;5;490
03103000;Wolfsburg, krsfr. Stadt;603;512;72;19;6;667
03151009;Gifhorn;263;211;37;15;1;273
03151025;Sassenburg;42;36;5;1;3;55
03151040;Wittingen;47;38;8;1;1;55
03151401;Boldecker Land, Samtgemeinde;68;57;8;3;1;75
03151401002;Barwedel;4;2;1;1;-;3
03151401004;Bokensdorf;3;3;-;-;-;7
03151401014;Jembke;16;12;3;1;1;14
03151401020;Osloß;5;5;-;-;-;5
03151401030;Tappenbeck;12;10;1;1;-;17
03151401039;Weyhausen;28;25;3;-;-;29
03151402;Brome, Samtgemeinde;49;35;12;2;-;39
03151402003;Bergfeld;1;-;1;-;-;-
03151402005;Brome;14;8;5;1;-;10
03151402008;Ehra-Lessien;5;4;-;1;-;4
03151402021;Parsau;4;4;-;-;-;4
03151402024;Rühen;13;10;3;-;-;12
03151402031;Tiddische;3;3;-;-;-;3
03151402032;Tülau;9;6;3;-;-;6
03151403;Hankensbüttel, Samtgemeinde;24;20;3;1;-;23
03151403007;Dedelstorf;2;2;-;-;-;4
03151403011;Hankensbüttel;14;12;1;1;-;13
