GENESIS-Tabelle: 42111-01-04-5-B
Verarbeitendes Gewerbe, Bergbau und Gewinnung von Steinen;;;;;
und Erden: Betriebe, Beschäftigte - Stichtag: 30.09. -;;;;;
regionale Ebenen;;;;;
Verarbeitendes Gewerbe - Jahre ab 2009 mit WZ2008;;;;;
;;;Betriebe;Beschäftigte;Bruttoentgelte
;;;Anzahl;Anzahl;Tsd. EUR
30.09.2015;01057059;Postfeld;0;0;0
30.09.2015;01057060;Prasdorf;0;0;0
30.09.2015;01057062;Preetz;4;264;10457
30.09.2015;01057063;Probsteierhagen;0;0;0
30.09.2015;01057065;Rantzau;0;0;0
30.09.2015;01057066;Rastorf;1;.;.
30.09.2015;01057067;Rathjensdorf;0;0;0
30.09.2015;01057068;Rendswühren;0;0;0
30.09.2015;01057069;Ruhwinkel;0;0;0
30.09.2015;01057070;Schellhorn;0;0;0
30.09.2015;01057071;Schillsdorf;0;0;0
30.09.2015;01057072;Schlesen;0;0;0
30.09.2015;01057073;Schönberg (Holstein);3;80;1972
30.09.2015;01057074;Schönkirchen;6;838;35079
30.09.2015;01057076;Schwartbuck;0;0;0
30.09.2015;01057077;Selent;0;0;0
30.09.2015;01057078;Stakendorf;1;.;.
30.09.2015;01057079;Stein;0;0;0
30.09.2015;01057080;Stolpe;0;0;0
30.09.2015;01057081;Stoltenberg;0;0;0
30.09.2015;01057082;Tröndel;0;0;0
30.09.2015;01057083;Tasdorf;0;0;0
30.09.2015;01057084;Wahlstorf;0;0;0
30.09.2015;01057085;Wankendorf;2;.;.
30.09.2015;01057086;Warnau;0;0;0
30.09.2015;01057087;Wendtorf;0;0;0
30.09.2015;01057088;Wisch;0;0;0
30.09.2015;01057089;Wittmoldt;0;0;0
30.09.2015;01057090;Fargau-Pratjau;0;0;0
30.09.2015;01057091;Schwentinental;4;393;18155
30.09.2015;01058001;Achterwehr;0;0;0
30.09.2015;01058003;Alt Duvenstedt;0;0;0
30.09.2015;01058004;Altenhof;0;0;0
30.09.2015;01058005;Altenholz;4;282;6072
30.09.2015;01058007;Arpsdorf;0;0;0
30.09.2015;01058008;Ascheffel;0;0;0
30.09.2015;01058009;Aukrug;0;0;0
30.09.2015;01058010;Bargstall;0;0;0
30.09.2015;01058011;Bargstedt;0;0;0
30.09.2015;01058012;Barkelsby;0;0;0
30.09.2015;01058013;Beldorf;0;0;0
30.09.2015;01058014;Bendorf;0;0;0
30.09.2015;01058015;Beringstedt;0;0;0
30.09.2015;01058016;Bissee;0;0;0
30.09.2015;01058018;Blumenthal;1;.;.
30.09.2015;01058019;Böhnhusen;0;0;0
30.09.2015;01058021;Bokel;0;0;0
30.09.2015;01058022;Bordesholm;3;127;3825
30.09.2015;01058023;Borgdorf-Seedorf;0;0;0
30.09.2015;01058024;Borgstedt;0;0;0
30.09.2015;01058025;Bornholt;0;0;0
30.09.2015;01058026;Bovenau;1;.;.
30.09.2015;01058027;Brammer;0;0;0
30.09.2015;01058028;Bredenbek;1;.;.
30.09.2015;01058029;Breiholz;0;0;0
30.09.2015;01058030;Brekendorf;1;.;.
30.09.2015;01058031;Brinjahe;0;0;0
30.09.2015;01058032;Brodersby;0;0;0
30.09.2015;01058033;Brügge;1;.;.
30.09.2015;01058034;Büdelsdorf;7;738;29918
30.09.2015;01058035;Bünsdorf;0;0;0
30.09.2015;01058036;Christiansholm;0;0;0
30.09.2015;01058037;Dänischenhagen;0;0;0
30.09.2015;01058038;Dätgen;0;0;0
30.09.2015;01058039;Damendorf;0;0;0
30.09.2015;01058040;Damp;0;0;0
30.09.2015;01058042;Dörphof;0;0;0
30.09.2015;01058043;Eckernförde;6;604;23604
30.09.2015;01058044;Ehndorf;0;0;0
30.09.2015;01058045;Eisendorf;0;0;0
30.09.2015;01058046;Ellerdorf;0;0;0
30.09.2015;01058047;Elsdorf-Westermühlen;1;.;.
30.09.2015;01058048;Embühren;0;0;0
30.09.2015;01058049;Emkendorf;0;0;0
30.09.2015;01058050;Felde;1;.;.
30.09.2015;01058051;Felm;0;0;0
30.09.2015;01058052;Fleckeby;0;0;0
30.09.2015;01058053;Flintbek;3;453;.
30.09.2015;01058054;Fockbek;2;.;.
30.09.2015;01058055;Friedrichsgraben;0;0;0
30.09.2015;01058056;Friedrichsholm;0;0;0
30.09.2015;01058057;Gammelby;1;.;.
30.09.2015;01058058;Gettorf;2;.;.
30.09.2015;01058059;Gnutz;1;.;.
30.09.2015;01058061;Gokels;0;0;0
30.09.2015;01058062;Grauel;1;.;.
30.09.2015;01058063;Grevenkrug;1;.;.
30.09.2015;01058064;Groß Buchwald;0;0;0
30.09.2015;01058065;Groß Vollstedt;1;.;.
30.09.2015;01058066;Groß Wittensee;1;.;.
30.09.2015;01058067;Güby;0;0;0
30.09.2015;01058068;Haale;0;0;0
30.09.2015;01058069;Haby;0;0;0
30.09.2015;01058070;Hamdorf;0;0;0
30.09.2015;01058071;Hamweddel;0;0;0
30.09.2015;01058072;Hanerau-Hademarschen;1;.;.
30.09.2015;01058073;Haßmoor;0;0;0
30.09.2015;01058074;Heinkenborstel;0;0;0
30.09.2015;01058075;Hörsten;0;0;0
30.09.2015;01058076;Hoffeld;0;0;0
30.09.2015;01058077;Hohenwestedt;3;595;22902
30.09.2015;01058078;Hohn;1;.;.
30.09.2015;01058080;Holtsee;1;.;.
30.09.2015;01058081;Holzbunge;0;0;0
30.09.2015;01058082;Holzdorf;0;0;0
30.09.2015;01058083;Hütten;0;0;0
30.09.2015;01058084;Hummelfeld;0;0;0
30.09.2015;01058085;Jahrsdorf;0;0;0
30.09.2015;01058086;Jevenstedt;1;.;.
30.09.2015;01058087;Karby;0;0;0
30.09.2015;01058088;Klein Wittensee;0;0;0
30.09.2015;01058089;Königshügel;0;0;0
30.09.2015;01058090;Kosel;0;0;0
30.09.2015;01058091;Krogaspe;0;0;0
30.09.2015;01058092;Kronshagen;1;.;.
30.09.2015;01058093;Krummwisch;0;0;0
30.09.2015;01058094;Langwedel;0;0;0
30.09.2015;01058096;Lindau;0;0;0
30.09.2015;01058097;Lohe-Föhrden;0;0;0
30.09.2015;01058098;Loop;0;0;0
30.09.2015;01058099;Loose;1;.;.
30.09.2015;01058100;Lütjenwestedt;0;0;0
30.09.2015;01058101;Luhnstedt;0;0;0
30.09.2015;01058102;Goosefeld;0;0;0
30.09.2015;01058103;Meezen;0;0;0
30.09.2015;01058104;Melsdorf;2;.;.
30.09.2015;01058105;Mielkendorf;2;.;.
30.09.2015;01058106;Mörel;0;0;0
30.09.2015;01058107;Molfsee;0;0;0
30.09.2015;01058108;Mühbrook;1;.;.
30.09.2015;01058109;Negenharrie;0;0;0
30.09.2015;01058110;Neudorf-Bornstein;0;0;0
30.09.2015;01058111;Neu Duvenstedt;0;0;0
30.09.2015;01058112;Neuwittenbek;0;0;0
30.09.2015;01058113;Nienborstel;0;0;0
30.09.2015;01058115;Nindorf;0;0;0
30.09.2015;01058116;Noer;0;0;0
30.09.2015;01058117;Nortorf;5;231;6297
30.09.2015;01058118;Nübbel;0;0;0
30.09.2015;01058119;Oldenbüttel;0;0;0
30.09.2015;01058120;Oldenhütten;0;0;0
30.09.2015;01058121;Osdorf;2;.;.
30.09.2015;01058122;Ostenfeld (Rendsburg);0;0;0
30.09.2015;01058123;Osterby;0;0;0
30.09.2015;01058124;Osterrönfeld;3;134;4431
30.09.2015;01058125;Osterstedt;1;.;.
30.09.2015;01058126;Ottendorf;0;0;0
30.09.2015;01058127;Owschlag;3;114;2711
30.09.2015;01058128;Padenstedt;0;0;0
30.09.2015;01058129;Prinzenmoor;0;0;0
30.09.2015;01058130;Quarnbek;0;0;0
30.09.2015;01058131;Rade b. Hohenwestedt;0;0;0
30.09.2015;01058132;Rade b. Rendsburg;0;0;0
30.09.2015;01058133;Reesdorf;1;.;.
30.09.2015;01058134;Remmels;0;0;0
30.09.2015;01058135;Rendsburg;17;1522;66575
30.09.2015;01058136;Rickert;0;0;0
30.09.2015;01058137;Rieseby;1;.;.
30.09.2015;01058138;Rodenbek;0;0;0
30.09.2015;01058139;Rumohr;0;0;0
30.09.2015;01058140;Schacht-Audorf;2;.;.
30.09.2015;01058141;Schierensee;0;0;0
30.09.2015;01058142;Schinkel;0;0;0
30.09.2015;01058143;Schmalstede;0;0;0
30.09.2015;01058144;Schönbek;0;0;0
30.09.2015;01058145;Schönhorst;0;0;0
30.09.2015;01058146;Schülldorf;0;0;0
30.09.2015;01058147;Schülp b. Nortorf;0;0;0
30.09.2015;01058148;Schülp b. Rendsburg;0;0;0
30.09.2015;01058150;Schwedeneck;0;0;0
30.09.2015;01058151;Seefeld;0;0;0
30.09.2015;01058152;Sehestedt;0;0;0
30.09.2015;01058153;Sören;0;0;0
30.09.2015;01058154;Sophienhamm;0;0;0
30.09.2015;01058155;Stafstedt;0;0;0
30.09.2015;01058156;Steenfeld;0;0;0
30.09.2015;01058157;Strande;0;0;0
30.09.2015;01058158;Tackesdorf;0;0;0
30.09.2015;01058159;Tappendorf;0;0;0
30.09.2015;01058160;Techelsdorf;0;0;0
30.09.2015;01058161;Thaden;0;0;0
30.09.2015;01058162;Thumby;0;0;0
30.09.2015;01058163;Timmaspe;0;0;0
30.09.2015;01058164;Todenbüttel;0;0;0
30.09.2015;01058165;Tüttendorf;1;.;.
30.09.2015;01058166;Waabs;0;0;0
30.09.2015;01058167;Wapelfeld;0;0;0
30.09.2015;01058168;Warder;0;0;0
30.09.2015;01058169;Wasbek;0;0;0
30.09.2015;01058170;Wattenbek;2;.;.
30.09.2015;01058171;Westensee;0;0;0
30.09.2015;01058172;Westerrönfeld;3;74;1491
30.09.2015;01058173;Windeby;0;0;0
30.09.2015;01058174;Winnemark;0;0;0
30.09.2015;01058175;Ahlefeld-Bistensee;0;0;0
30.09.2015;01059001;Alt Bennebek;0;0;0
30.09.2015;01059002;Arnis;0;0;0
30.09.2015;01059005;Bergenhusen;0;0;0
30.09.2015;01059006;Böel;0;0;0
30.09.2015;01059008;Böklund;2;.;.
30.09.2015;01059009;Börm;0;0;0
30.09.2015;01059010;Bollingstedt;0;0;0
30.09.2015;01059011;Boren;-;-;-
30.09.2015;01059012;Borgwedel;0;0;0
30.09.2015;01059014;Brebel;0;0;0
30.09.2015;01059016;Brodersby;1;.;.
30.09.2015;01059018;Busdorf;0;0;0
30.09.2015;01059019;Dannewerk;0;0;0
30.09.2015;01059020;Dörpstedt;0;0;0
30.09.2015;01059021;Dollrottfeld;0;0;0
30.09.2015;01059022;Ekenis;-;-;-
30.09.2015;01059023;Ellingstedt;2;.;.
30.09.2015;01059024;Erfde;2;.;.
30.09.2015;01059026;Fahrdorf;1;.;.
30.09.2015;01059032;Geltorf;0;0;0
30.09.2015;01059033;Goltoft;0;0;0
30.09.2015;01059034;Grödersby;0;0;0
30.09.2015;01059035;Groß Rheide;0;0;0
30.09.2015;01059037;Havetoft;0;0;0
30.09.2015;01059038;Havetoftloit;-;-;-
30.09.2015;01059039;Hollingstedt;0;0;0
30.09.2015;01059041;Hüsby;0;0;0
30.09.2015;01059042;Idstedt;0;0;0
30.09.2015;01059043;Jagel;4;59;2179
30.09.2015;01059044;Jübek;0;0;0
30.09.2015;01059045;Kappeln;4;271;8519
30.09.2015;01059047;Kiesby;-;-;-
30.09.2015;01059049;Klappholz;0;0;0
30.09.2015;01059050;Klein Bennebek;0;0;0
30.09.2015;01059051;Klein Rheide;1;.;.
30.09.2015;01059053;Kropp;3;164;4278
30.09.2015;01059055;Loit;0;0;0
30.09.2015;01059056;Lottorf;0;0;0
30.09.2015;01059057;Lürschau;2;.;.
30.09.2015;01059058;Meggerdorf;0;0;0
30.09.2015;01059060;Mohrkirch;0;0;0
30.09.2015;01059062;Neuberend;0;0;0
30.09.2015;01059063;Norderbrarup;0;0;0
30.09.2015;01059064;Norderstapel;1;.;.
30.09.2015;01059065;Nottfeld;0;0;0
30.09.2015;01059067;Oersberg;0;0;0
30.09.2015;01059068;Rabenkirchen-Faulück;0;0;0
30.09.2015;01059069;Rüde;-;-;-
30.09.2015;01059070;Rügge;0;0;0
30.09.2015;01059071;Satrup;-;-;-
30.09.2015;01059072;Saustrup;0;0;0
30.09.2015;01059073;Schaalby;0;0;0
30.09.2015;01059074;Scheggerott;0;0;0
30.09.2015;01059075;Schleswig;6;335;7960
30.09.2015;01059076;Schnarup-Thumby;1;.;.
30.09.2015;01059077;Schuby;2;.;.
30.09.2015;01059078;Selk;2;.;.
30.09.2015;01059079;Silberstedt;2;.;.
30.09.2015;01059080;Steinfeld;0;0;0
30.09.2015;01059081;Stolk;0;0;0
30.09.2015;01059082;Struxdorf;0;0;0
30.09.2015;01059083;Süderbrarup;0;0;0
30.09.2015;01059084;Süderfahrenstedt;0;0;0
30.09.2015;01059085;Süderstapel;0;0;0
30.09.2015;01059086;Taarstedt;0;0;0
30.09.2015;01059087;Tetenhusen;1;.;.
30.09.2015;01059088;Tielen;0;0;0
30.09.2015;01059090;Tolk;0;0;0
30.09.2015;01059092;Treia;0;0;0
30.09.2015;01059093;Ülsby;0;0;0
30.09.2015;01059094;Ulsnis;0;0;0
30.09.2015;01059095;Wagersrott;0;0;0
30.09.2015;01059096;Wohlde;0;0;0
30.09.2015;01059097;Twedt;0;0;0
30.09.2015;01059098;Nübel;0;0;0
30.09.2015;01059101;Tastrup;0;0;0
30.09.2015;01059102;Ahneby;2;.;.
30.09.2015;01059103;Ausacker;0;0;0
30.09.2015;01059105;Böxlund;0;0;0
30.09.2015;01059106;Dollerup;0;0;0
30.09.2015;01059107;Eggebek;2;.;.
30.09.2015;01059109;Esgrus;0;0;0
30.09.2015;01059112;Gelting;0;0;0
30.09.2015;01059113;Glücksburg (Ostsee);2;.;.
30.09.2015;01059115;Großenwiehe;1;.;.
30.09.2015;01059116;Großsolt;0;0;0
30.09.2015;01059118;Grundhof;1;.;.
30.09.2015;01059120;Harrislee;6;389;15457
30.09.2015;01059121;Hasselberg;0;0;0
30.09.2015;01059123;Hörup;1;.;.
30.09.2015;01059124;Holt;0;0;0
30.09.2015;01059126;Hürup;0;0;0
30.09.2015;01059127;Husby;0;0;0
30.09.2015;01059128;Janneby;0;0;0
30.09.2015;01059129;Jardelund;0;0;0
30.09.2015;01059131;Jerrishoe;0;0;0
30.09.2015;01059132;Jörl;2;.;.
30.09.2015;01059136;Kronsgaard;0;0;0
30.09.2015;01059137;Langballig;0;0;0
30.09.2015;01059138;Langstedt;1;.;.
30.09.2015;01059141;Maasbüll;0;0;0
30.09.2015;01059142;Maasholm;0;0;0
30.09.2015;01059143;Medelby;1;.;.
30.09.2015;01059144;Meyn;0;0;0
30.09.2015;01059145;Munkbrarup;0;0;0
30.09.2015;01059147;Nieby;0;0;0
30.09.2015;01059148;Niesgrau;1;.;.
30.09.2015;01059149;Nordhackstedt;1;.;.
30.09.2015;01059151;Osterby;1;.;.
30.09.2015;01059152;Pommerby;0;0;0
30.09.2015;01059153;Quern;-;-;-
30.09.2015;01059154;Rabel;0;0;0
30.09.2015;01059155;Rabenholz;0;0;0
30.09.2015;01059157;Ringsberg;0;0;0
30.09.2015;01059158;Schafflund;0;0;0
30.09.2015;01059159;Sieverstedt;0;0;0
30.09.2015;01059161;Sörup;6;709;30682
30.09.2015;01059162;Sollerup;1;.;.
30.09.2015;01059163;Stangheck;0;0;0
30.09.2015;01059164;Steinberg;0;0;0
30.09.2015;01059165;Steinbergkirche;-;-;-
30.09.2015;01059167;Sterup;0;0;0
30.09.2015;01059168;Stoltebüll;0;0;0
30.09.2015;01059169;Süderhackstedt;0;0;0
30.09.2015;01059171;Tarp;1;.;.
30.09.2015;01059173;Wallsbüll;0;0;0
30.09.2015;01059174;Wanderup;1;.;.
30.09.2015;01059176;Wees;3;160;5227
30.09.2015;01059177;Weesby;0;0;0
30.09.2015;01059178;Westerholz;0;0;0
30.09.2015;01059179;Lindewitt;0;0;0
30.09.2015;01059182;Freienwill;0;0;0
30.09.2015;01059183;Handewitt;6;268;6999
30.09.2015;01059184;Oeversee;1;.;.
30.09.2015;01059185;Mittelangeln;3;398;11070
30.09.2015;01059186;Steinbergkirche;0;0;0
30.09.2015;01059187;Boren;0;0;0
30.09.2015;01060002;Alveslohe;2;.;.
30.09.2015;01060003;Armstedt;0;0;0
30.09.2015;01060004;Bad Bramstedt;5;272;7795
30.09.2015;01060005;Bad Segeberg;4;114;2568
30.09.2015;01060006;Bahrenhof;0;0;0
30.09.2015;01060007;Bark;1;.;.
30.09.2015;01060008;Bebensee;0;0;0
30.09.2015;01060009;Bimöhlen;0;0;0
30.09.2015;01060010;Blunk;0;0;0
30.09.2015;01060011;Boostedt;1;.;.
30.09.2015;01060012;Bornhöved;2;.;.
30.09.2015;01060013;Borstel;0;0;0
30.09.2015;01060014;Buchholz b. Wahlstedt;0;0;0
30.09.2015;01060015;Bühnsdorf;1;.;.
30.09.2015;01060016;Daldorf;0;0;0
30.09.2015;01060017;Damsdorf;1;.;.
30.09.2015;01060018;Dreggers;0;0;0
30.09.2015;01060019;Ellerau;5;170;5043
30.09.2015;01060020;Fahrenkrug;0;0;0
30.09.2015;01060021;Föhrden-Barl;0;0;0
30.09.2015;01060022;Fredesdorf;0;0;0
30.09.2015;01060023;Fuhlendorf;0;0;0
30.09.2015;01060024;Geschendorf;0;0;0
30.09.2015;01060025;Glasau;0;0;0
30.09.2015;01060026;Gönnebek;0;0;0
30.09.2015;01060027;Großenaspe;0;0;0
30.09.2015;01060028;Groß Kummerfeld;0;0;0
30.09.2015;01060029;Groß Niendorf;0;0;0
30.09.2015;01060030;Groß Rönnau;1;.;.
30.09.2015;01060031;Hagen;0;0;0
30.09.2015;01060033;Hardebek;0;0;0
30.09.2015;01060034;Hartenholm;1;.;.
30.09.2015;01060035;Hasenkrug;0;0;0
30.09.2015;01060036;Hasenmoor;0;0;0
30.09.2015;01060037;Heidmoor;0;0;0
30.09.2015;01060038;Heidmühlen;0;0;0
30.09.2015;01060039;Henstedt-Ulzburg;21;1080;48074
30.09.2015;01060040;Hitzhusen;1;.;.
30.09.2015;01060041;Högersdorf;0;0;0
30.09.2015;01060042;Hüttblek;0;0;0
30.09.2015;01060043;Itzstedt;0;0;0
30.09.2015;01060044;Kaltenkirchen;29;2009;71931
30.09.2015;01060045;Kattendorf;0;0;0
30.09.2015;01060046;Kayhude;1;.;.
30.09.2015;01060047;Kisdorf;0;0;0
30.09.2015;01060048;Klein Gladebrügge;0;0;0
30.09.2015;01060049;Klein Rönnau;1;.;.
30.09.2015;01060050;Krems II;0;0;0
30.09.2015;01060051;Kükels;0;0;0
30.09.2015;01060052;Latendorf;0;0;0
30.09.2015;01060053;Leezen;1;.;.
30.09.2015;01060054;Lentföhrden;1;.;.
30.09.2015;01060056;Mönkloh;0;0;0
30.09.2015;01060057;Mözen;0;0;0
30.09.2015;01060058;Nahe;0;0;0
30.09.2015;01060059;Negernbötel;0;0;0
30.09.2015;01060060;Nehms;0;0;0
30.09.2015;01060061;Neuengörs;0;0;0
30.09.2015;01060062;Neversdorf;0;0;0
30.09.2015;01060063;Norderstedt;56;8220;406417
30.09.2015;01060064;Nützen;1;.;.
30.09.2015;01060065;Oering;0;0;0
30.09.2015;01060066;Oersdorf;0;0;0
30.09.2015;01060067;Pronstorf;0;0;0
30.09.2015;01060068;Rickling;0;0;0
30.09.2015;01060069;Rohlstorf;0;0;0
30.09.2015;01060070;Schackendorf;0;0;0
30.09.2015;01060071;Schieren;0;0;0
30.09.2015;01060072;Schmalensee;0;0;0
30.09.2015;01060073;Schmalfeld;0;0;0
30.09.2015;01060074;Schwissel;0;0;0
30.09.2015;01060075;Seedorf;0;0;0
30.09.2015;01060076;Seth;1;.;.
30.09.2015;01060077;Sievershütten;0;0;0
30.09.2015;01060079;Stipsdorf;0;0;0
30.09.2015;01060080;Stocksee;1;.;.
30.09.2015;01060081;Strukdorf;0;0;0
30.09.2015;01060082;Struvenhütten;0;0;0
30.09.2015;01060084;Stuvenborn;1;.;.
30.09.2015;01060085;Sülfeld;0;0;0
30.09.2015;01060086;Tarbek;0;0;0
30.09.2015;01060087;Tensfeld;0;0;0
30.09.2015;01060088;Todesfelde;0;0;0
30.09.2015;01060089;Trappenkamp;8;370;13245
30.09.2015;01060090;Travenhorst;0;0;0
30.09.2015;01060091;Traventhal;0;0;0
30.09.2015;01060092;Wahlstedt;7;1651;67540
30.09.2015;01060093;Wakendorf I;0;0;0
30.09.2015;01060094;Wakendorf II;0;0;0
30.09.2015;01060095;Weddelbrook;0;0;0
30.09.2015;01060096;Weede;0;0;0
30.09.2015;01060097;Wensin;0;0;0
30.09.2015;01060098;Westerrade;0;0;0
30.09.2015;01060099;Wiemersdorf;0;0;0
30.09.2015;01060100;Winsen;0;0;0
30.09.2015;01060101;Wittenborn;2;.;.
30.09.2015;01061001;Aasbüttel;0;0;0
30.09.2015;01061002;Aebtissinwisch;0;0;0
30.09.2015;01061003;Agethorst;0;0;0
30.09.2015;01061004;Altenmoor;0;0;0
30.09.2015;01061005;Auufer;0;0;0
30.09.2015;01061006;Bahrenfleth;0;0;0
30.09.2015;01061007;Beidenfleth;1;.;.
30.09.2015;01061008;Bekdorf;0;0;0
30.09.2015;01061010;Bekmünde;0;0;0
30.09.2015;01061011;Besdorf;0;0;0
30.09.2015;01061012;Blomesche Wildnis;1;.;.
30.09.2015;01061013;Bokelrehm;0;0;0
30.09.2015;01061014;Bokhorst;0;0;0
30.09.2015;01061015;Borsfleth;1;.;.
30.09.2015;01061016;Breitenberg;0;0;0
30.09.2015;01061017;Breitenburg;0;0;0
30.09.2015;01061018;Brokdorf;0;0;0
30.09.2015;01061019;Brokstedt;0;0;0
30.09.2015;01061020;Büttel;2;.;.
30.09.2015;01061021;Christinenthal;0;0;0
30.09.2015;01061022;Dägeling;5;363;14064
30.09.2015;01061023;Dammfleth;1;.;.
30.09.2015;01061024;Drage;0;0;0
30.09.2015;01061025;Ecklak;0;0;0
30.09.2015;01061026;Elskop;0;0;0
30.09.2015;01061027;Engelbrechtsche Wildnis;0;0;0
30.09.2015;01061028;Fitzbek;0;0;0
30.09.2015;01061029;Glückstadt;5;603;25045
30.09.2015;01061030;Grevenkop;1;.;.
30.09.2015;01061031;Gribbohm;0;0;0
30.09.2015;01061033;Hadenfeld;0;0;0
30.09.2015;01061034;Heiligenstedten;0;0;0
30.09.2015;01061035;Heiligenstedtenerkamp;0;0;0
30.09.2015;01061036;Hennstedt;0;0;0
30.09.2015;01061037;Herzhorn;0;0;0
30.09.2015;01061038;Hingstheide;1;.;.
30.09.2015;01061039;Hodorf;0;0;0
30.09.2015;01061040;Hohenaspe;0;0;0
30.09.2015;01061041;Hohenfelde;0;0;0
30.09.2015;01061042;Hohenlockstedt;6;724;30141
30.09.2015;01061043;Holstenniendorf;0;0;0
30.09.2015;01061044;Horst (Holstein);5;239;9612
30.09.2015;01061045;Huje;0;0;0
30.09.2015;01061046;Itzehoe;16;1432;64850
30.09.2015;01061047;Kaaks;0;0;0
30.09.2015;01061048;Kaisborstel;0;0;0
30.09.2015;01061049;Kellinghusen;1;.;.
30.09.2015;01061050;Kiebitzreihe;2;.;.
30.09.2015;01061052;Kleve, b. Itzehoe;0;0;0
30.09.2015;01061053;Kollmoor;0;0;0
30.09.2015;01061054;Krempdorf;0;0;0
30.09.2015;01061055;Krempe;2;.;.
30.09.2015;01061056;Kremperheide;2;.;.
30.09.2015;01061057;Krempermoor;0;0;0
30.09.2015;01061058;Kronsmoor;0;0;0
30.09.2015;01061059;Krummendiek;0;0;0
30.09.2015;01061060;Kudensee;0;0;0
30.09.2015;01061061;Lägerdorf;4;423;.
30.09.2015;01061062;Landrecht;0;0;0
30.09.2015;01061063;Landscheide;0;0;0
30.09.2015;01061064;Lockstedt;0;0;0
30.09.2015;01061065;Lohbarbek;0;0;0
30.09.2015;01061066;Looft;0;0;0
30.09.2015;01061067;Mehlbek;0;0;0
30.09.2015;01061068;Moordiek;0;0;0
30.09.2015;01061070;Moorhusen;0;0;0
30.09.2015;01061071;Mühlenbarbek;0;0;0
30.09.2015;01061072;Münsterdorf;0;0;0
30.09.2015;01061073;Neuenbrook;0;0;0
30.09.2015;01061074;Neuendorf b. Elmshorn;0;0;0
30.09.2015;01061076;Nienbüttel;0;0;0
30.09.2015;01061077;Nortorf;1;.;.
30.09.2015;01061078;Nutteln;0;0;0
30.09.2015;01061079;Oelixdorf;0;0;0
30.09.2015;01061080;Oeschebüttel;0;0;0
30.09.2015;01061081;Oldenborstel;0;0;0
30.09.2015;01061082;Oldendorf;0;0;0
30.09.2015;01061083;Ottenbüttel;0;0;0
30.09.2015;01061084;Peissen;0;0;0
30.09.2015;01061085;Pöschendorf;0;0;0
30.09.2015;01061086;Poyenberg;0;0;0
30.09.2015;01061087;Puls;0;0;0
30.09.2015;01061088;Quarnstedt;0;0;0
30.09.2015;01061089;Rade;0;0;0
30.09.2015;01061091;Reher;0;0;0
30.09.2015;01061092;Rethwisch;0;0;0
30.09.2015;01061093;Rosdorf;0;0;0
30.09.2015;01061095;Sankt Margarethen;0;0;0
30.09.2015;01061096;Sarlhusen;0;0;0
30.09.2015;01061097;Schenefeld;3;292;8300
30.09.2015;01061098;Schlotfeld;0;0;0
30.09.2015;01061099;Siezbüttel;-;-;-
30.09.2015;01061100;Silzen;0;0;0
30.09.2015;01061101;Sommerland;0;0;0
30.09.2015;01061102;Stördorf;0;0;0
30.09.2015;01061103;Störkathen;0;0;0
30.09.2015;01061104;Süderau;0;0;0
30.09.2015;01061105;Vaale;0;0;0
30.09.2015;01061106;Vaalermoor;0;0;0
30.09.2015;01061107;Wacken;0;0;0
30.09.2015;01061108;Warringholz;0;0;0
30.09.2015;01061109;Westermoor;0;0;0
30.09.2015;01061110;Wewelsfleth;1;.;.
30.09.2015;01061111;Wiedenborstel;0;0;0
30.09.2015;01061112;Willenscharen;0;0;0
30.09.2015;01061113;Wilster;1;.;.
30.09.2015;01061114;Winseldorf;0;0;0
30.09.2015;01061115;Wittenbergen;0;0;0
30.09.2015;01061116;Wrist;0;0;0
30.09.2015;01061117;Wulfsmoor;0;0;0
30.09.2015;01061118;Kollmar;0;0;0
30.09.2015;01061119;Neuendorf-Sachsenbande;0;0;0
30.09.2015;01062001;Ahrensburg;19;2710;142174
30.09.2015;01062003;Badendorf;0;0;0
30.09.2015;01062004;Bad Oldesloe;12;2821;144194
30.09.2015;01062005;Bargfeld-Stegen;0;0;0
30.09.2015;01062006;Bargteheide;8;1223;56428
30.09.2015;01062008;Barnitz;0;0;0
30.09.2015;01062009;Barsbüttel;13;828;35320
30.09.2015;01062011;Braak;3;118;4146
30.09.2015;01062014;Delingsdorf;0;0;0
30.09.2015;01062016;Elmenhorst;0;0;0
30.09.2015;01062018;Glinde;12;1737;86758
30.09.2015;01062019;Grabau;0;0;0
30.09.2015;01062020;Grande;0;0;0
30.09.2015;01062021;Grönwohld;1;.;.
30.09.2015;01062022;Großensee;0;0;0
30.09.2015;01062023;Großhansdorf;0;0;0
30.09.2015;01062025;Hamberge;0;0;0
30.09.2015;01062026;Hamfelde;0;0;0
30.09.2015;01062027;Hammoor;0;0;0
30.09.2015;01062031;Heidekamp;0;0;0
30.09.2015;01062032;Heilshoop;0;0;0
30.09.2015;01062033;Hohenfelde;0;0;0
30.09.2015;01062035;Hoisdorf;1;.;.
30.09.2015;01062036;Jersbek;0;0;0
30.09.2015;01062039;Klein Wesenberg;0;0;0
30.09.2015;01062040;Köthel;0;0;0
30.09.2015;01062045;Lütjensee;2;.;.
30.09.2015;01062046;Meddewade;0;0;0
30.09.2015;01062048;Mönkhagen;0;0;0
30.09.2015;01062050;Neritz;0;0;0
30.09.2015;01062051;Nienwohld;0;0;0
30.09.2015;01062053;Oststeinbek;7;310;10216
30.09.2015;01062056;Pölitz;0;0;0
