GENESIS-Tabelle: 31211-06-01-5-B
Wohngebäude nach Baujahr;;;;;;;;;;;;
- Stichtag 09.05.2011;;;;;;;;;;;;
regionale Ebenen;;;;;;;;;;;;
Gebäude- und Wohnungszählung 2011 (Zensus);;;;;;;;;;;;
Stichtag: 09.05.2011;;;;;;;;;;;;
;;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude;Wohngebäude
;;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr;Baujahr
;;Insgesamt;Baujahr vor 1919;Baujahr 1919 bis 1948;Baujahr 1949 bis 1978;Baujahr 1979 bis 1986;Baujahr 1987 bis 1990;Baujahr 1991 bis 1995;Baujahr 1996 bis 2000;Baujahr 2001 bis 2004;Baujahr 2005 bis 2008;Baujahr 2009 und später
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
01054086;Neukirchen;428;70;45;177;44;10;35;41;0;-;6
01054087;Nieblum;499;72;6;218;71;18;9;56;9;30;10
01054088;Niebüll;2983;184;291;1139;274;133;163;293;248;186;72
01054089;Norddorf auf Amrum;205;15;23;93;31;12;3;9;10;9;-
01054090;Norderfriedrichskoog;12;3;3;-;-;3;-;3;-;-;-
01054091;Nordstrand;1086;163;189;365;120;32;70;58;50;33;6
01054092;Norstedt;144;39;14;32;21;3;11;9;3;6;6
01054093;Ockholm;155;45;16;69;4;3;3;8;3;-;4
01054094;Oevenum;177;63;6;38;24;14;3;26;3;-;-
01054095;Oldenswort;508;140;49;170;30;6;40;39;25;0;9
01054096;Oldersbek;247;59;9;48;19;12;25;45;15;9;6
01054097;Olderup;138;22;8;30;19;-;13;19;18;9;-
01054098;Oldsum;246;79;26;58;19;6;25;23;7;-;3
01054099;Ostenfeld (Husum);552;92;44;157;52;10;47;74;52;18;6
01054100;Osterhever;116;28;30;30;6;-;-;13;6;3;-
01054101;Oster-Ohrstedt;240;28;17;90;35;6;3;34;24;3;-
01054103;Pellworm;578;150;88;178;60;12;33;28;19;10;-
01054104;Poppenbüll;105;38;7;26;10;-;6;6;3;9;-
01054105;Ramstedt;179;44;14;37;24;6;6;26;16;3;3
01054106;Rantrum;604;100;52;143;67;21;50;73;43;42;13
01054107;Rantum (Sylt);-;-;-;-;-;-;-;-;-;-;-
01054108;Reußenköge;118;23;60;31;4;-;-;-;-;-;-
01054109;Risum-Lindholm;1322;202;107;474;158;41;68;143;45;49;35
01054110;Rodenäs;165;56;10;61;10;3;3;19;-;3;-
01054113;Sankt Peter-Ording;2108;76;84;1017;249;62;171;215;106;101;27
01054116;Schwabstedt;501;130;25;164;35;4;39;68;27;6;3
01054118;Schwesing;322;52;9;123;26;6;42;33;12;4;15
01054119;Seeth;215;61;17;57;27;6;12;12;6;14;3
01054120;Simonsberg;358;53;41;129;44;6;22;37;11;6;9
01054121;Sönnebüll;94;16;9;20;12;3;11;11;9;3;-
01054123;Sollwitt;108;39;9;24;0;10;3;16;7;-;-
01054124;Sprakebüll;80;15;14;30;6;3;-;3;9;-;-
01054125;Stadum;352;43;30;127;39;3;23;45;6;22;14
01054126;Stedesand;285;62;21;101;42;6;13;31;3;3;3
01054128;Struckum;379;75;7;133;33;3;20;67;19;19;3
01054129;Süderende;85;22;6;20;3;-;19;3;9;-;3
01054130;Süderhöft;6;-;3;-;3;-;-;-;-;-;-
01054131;Süderlügum;905;83;59;360;99;29;76;88;47;40;24
01054132;Südermarsch;49;9;3;10;14;-;3;6;-;4;-
01054133;Sylt-Ost;-;-;-;-;-;-;-;-;-;-;-
01054134;Tating;491;122;36;178;50;17;21;36;13;8;10
01054135;Tetenbüll;322;142;25;97;26;6;17;3;3;-;3
01054136;Tinningstedt;72;14;7;28;3;6;10;4;-;-;-
01054138;Tönning;1867;421;177;774;90;52;52;213;48;40;-
01054140;Tümlauer Koog;39;-;18;18;-;-;-;3;-;-;-
01054141;Uelvesbüll;132;45;14;34;18;3;4;11;3;-;-
01054142;Uphusum;154;21;16;68;27;-;9;6;3;4;-
01054143;Utersum;181;21;3;66;24;15;18;12;7;3;12
01054144;Viöl;635;83;22;137;62;27;63;139;40;46;16
01054145;Vollerwiek;109;31;6;35;4;3;10;10;10;-;-
01054146;Vollstedt;63;17;10;16;-;-;7;9;4;-;-
01054148;Welt;110;25;15;19;19;9;13;7;3;-;-
01054149;Wenningstedt-Braderup (Sylt);1243;32;35;615;236;59;75;48;51;72;20
01054150;Westerhever;86;43;-;31;3;-;9;-;-;-;-
01054151;Westerland;-;-;-;-;-;-;-;-;-;-;-
01054152;Wester-Ohrstedt;353;69;28;119;17;6;29;36;18;18;13
01054154;Westre;140;25;25;50;16;-;6;6;-;9;3
01054156;Winnert;271;60;25;100;10;9;15;37;6;9;-
01054157;Wisch;40;7;7;9;-;-;-;17;-;-;-
01054158;Witsum;27;3;3;18;-;-;-;-;3;-;-
01054159;Wittbek;283;43;27;78;34;6;18;30;25;22;-
01054160;Wittdün auf Amrum;244;9;6;123;56;12;4;8;17;6;3
01054161;Witzwort;410;112;24;108;55;10;18;32;19;28;4
01054162;Wobbenbüll;169;16;-;85;15;4;10;20;13;6;-
01054163;Wrixum;256;27;9;99;37;14;18;30;9;10;3
01054164;Wyk auf Föhr;1662;191;152;793;223;72;75;65;42;24;25
01054165;Galmsbüll;204;76;17;69;10;7;3;-;13;6;3
01054166;Emmelsbüll-Horsbüll;409;122;43;163;26;16;12;15;6;3;3
01054167;Enge-Sande;395;73;29;127;33;16;25;50;17;19;6
01054168;Sylt;4955;304;377;2569;714;195;198;244;125;162;67
01055001;Ahrensbök;2574;406;235;884;282;54;171;281;167;54;40
01055002;Altenkrempe;353;98;31;93;38;12;37;15;4;7;18
01055004;Bad Schwartau;4798;455;370;2505;599;177;158;278;87;109;60
01055006;Beschendorf;178;32;21;73;10;-;12;15;15;-;-
01055007;Bosau;1258;222;95;464;102;53;86;131;63;36;6
01055010;Dahme;777;52;57;389;98;46;52;40;15;13;15
01055011;Damlos;238;43;20;87;26;6;16;34;6;0;-
01055012;Eutin;4300;491;401;2034;387;170;141;271;205;124;76
01055014;Göhl;422;54;58;159;37;3;24;56;28;3;-
01055015;Gremersdorf;542;154;82;194;21;6;10;42;23;10;-
01055016;Grömitz;2788;214;159;1398;330;169;134;148;79;96;61
01055017;Großenbrode;1039;97;133;460;102;38;51;84;38;27;9
01055018;Grube;381;75;62;143;28;22;15;24;12;-;-
01055020;Harmsdorf;251;50;24;109;20;6;6;23;3;10;-
01055021;Heiligenhafen;2653;204;249;1298;297;57;170;213;63;76;26
01055022;Heringsdorf (Holstein);525;66;61;218;53;18;13;43;29;18;6
01055023;Kabelhorst;157;23;21;66;12;-;3;23;6;3;-
01055024;Kasseedorf;496;88;57;180;54;0;19;59;25;14;-
01055025;Kellenhusen (Ostsee);501;16;27;233;88;31;25;47;9;16;9
01055027;Lensahn;1495;117;155;686;123;16;32;208;97;40;21
01055028;Malente;2961;368;328;1306;273;82;194;194;105;90;21
01055029;Manhagen;142;39;15;61;12;3;-;3;3;6;-
01055031;Neukirchen;558;82;66;248;87;6;15;35;7;9;3
01055032;Neustadt in Holstein;3790;268;478;1663;416;144;215;281;170;120;35
01055033;Oldenburg in Holstein;2813;216;302;1362;317;118;163;198;79;46;12
01055035;Ratekau;4654;296;231;2046;699;202;196;443;332;159;50
01055036;Riepsdorf;388;95;37;141;31;7;22;39;9;3;4
01055037;Schashagen;856;100;62;410;80;18;27;69;24;56;10
01055038;Schönwalde am Bungsberg;774;116;57;320;66;18;43;68;49;28;9
01055039;Sierksdorf;584;81;34;289;49;13;16;10;46;27;19
01055040;Stockelsdorf;4969;338;195;1878;1003;372;365;216;237;255;110
01055041;Süsel;1754;272;132;546;175;33;77;281;123;74;41
01055042;Timmendorfer Strand;2984;165;172;1437;256;118;184;247;101;153;151
01055043;Wangels;845;176;69;358;59;26;27;66;37;13;14
01055044;Scharbeutz;3843;258;232;1693;493;147;187;409;231;151;42
01055046;Fehmarn;4817;918;378;1805;413;204;264;464;195;136;40
01056001;Appen;1399;83;58;564;196;31;113;158;121;50;25
01056002;Barmstedt;2668;469;159;986;273;86;193;165;153;149;35
01056003;Bevern;166;49;16;35;6;7;10;21;9;13;-
01056004;Bilsen;226;25;24;88;24;16;20;13;13;3;-
01056005;Bönningstedt;1267;77;55;531;104;36;66;178;77;98;45
01056006;Bokel;190;42;28;36;10;3;18;44;6;3;-
01056008;Bokholt-Hanredder;417;58;14;171;70;6;34;39;10;11;4
01056009;Borstel-Hohenraden;689;66;29;243;85;16;28;51;95;47;29
01056010;Brande-Hörnerkirchen;475;77;27;110;52;7;51;121;20;10;-
01056011;Bullenkuhlen;97;19;10;31;6;6;-;3;13;3;6
01056013;Ellerbek;1403;40;50;844;147;52;61;115;33;49;12
01056014;Ellerhoop;440;64;13;136;55;27;48;32;14;31;20
01056015;Elmshorn;10579;1113;1241;4012;1085;350;868;696;558;442;214
01056016;Groß Nordende;204;21;6;57;16;3;22;54;9;10;6
01056017;Groß Offenseth-Aspern;92;22;6;9;3;3;18;3;19;9;-
01056018;Halstenbek;4606;133;260;2283;519;343;306;257;247;197;61
01056019;Haselau;359;94;18;116;48;6;25;20;19;13;-
01056020;Haseldorf;558;130;31;192;46;6;33;63;43;14;-
01056021;Hasloh;1019;50;55;469;138;42;87;102;25;27;24
01056022;Heede;219;59;6;75;15;9;10;22;13;10;-
01056023;Heidgraben;817;65;41;311;99;36;44;71;53;53;44
01056024;Heist;958;56;29;457;84;15;81;124;53;44;15
01056025;Helgoland;585;36;-;510;15;6;3;12;3;-;-
01056026;Hemdingen;462;70;46;174;45;15;19;34;30;19;10
01056027;Hetlingen;473;77;24;187;53;14;21;60;9;25;3
01056028;Holm;950;61;33;400;147;30;95;90;56;31;7
01056029;Klein Nordende;1052;55;58;443;128;76;83;114;48;33;14
01056030;Klein Offenseth-Sparrieshoop;883;70;39;337;75;21;38;126;78;46;53
01056031;Kölln-Reisiek;926;73;31;330;131;45;96;80;27;86;27
01056032;Kummerfeld;691;49;17;260;99;28;57;72;66;43;-
01056033;Seester;299;72;18;110;21;6;23;25;18;6;-
01056034;Langeln;163;34;7;46;22;7;6;14;15;12;-
01056035;Lutzhorn;229;47;15;74;29;4;20;15;10;15;-
01056036;Moorrege;1397;157;63;638;94;78;85;138;66;64;14
01056037;Neuendeich;166;53;0;25;24;3;10;32;12;7;-
01056038;Osterhorn;121;27;9;36;6;3;9;21;7;3;-
01056039;Pinneberg;8910;486;1052;3856;793;403;420;495;675;607;123
01056040;Prisdorf;722;30;60;289;63;52;96;38;44;22;28
01056041;Quickborn;5534;167;314;2791;742;213;340;429;268;202;68
01056042;Raa-Besenbek;193;42;24;73;6;3;7;7;-;16;15
01056043;Rellingen;4070;184;230;2126;468;247;166;261;195;139;54
01056044;Schenefeld, Stadt;4225;85;274;2197;467;195;241;373;142;172;79
01056045;Seestermühe;364;109;7;108;30;13;23;39;24;7;4
01056046;Seeth-Ekholt;253;26;22;93;19;14;9;47;10;3;10
01056047;Tangstedt;677;67;37;241;64;44;36;43;61;78;6
01056048;Tornesch;3595;222;227;1341;419;381;438;258;166;104;39
01056049;Uetersen;4363;519;473;1700;750;222;262;234;75;99;29
01056050;Wedel;6647;240;495;3681;698;352;305;442;157;195;82
01056051;Westerhorn;414;61;16;146;47;6;24;56;30;22;6
01057001;Ascheberg (Holstein);983;84;196;321;74;29;59;173;34;10;3
01057002;Barmissen;45;4;6;25;4;3;3;-;-;-;-
01057003;Barsbek;185;52;10;56;15;6;7;29;7;3;-
01057004;Behrensdorf (Ostsee);317;66;13;128;28;16;13;10;21;19;3
01057005;Belau;147;19;22;58;10;14;3;10;-;7;4
01057006;Bendfeld;89;24;13;22;4;-;-;16;10;-;-
01057007;Blekendorf;647;112;65;266;34;12;33;72;19;30;4
01057008;Bönebüttel;688;50;39;244;89;43;96;76;25;16;10
01057009;Bösdorf;471;65;49;191;26;27;46;45;16;6;-
01057010;Boksee;138;24;7;59;15;-;9;12;3;6;3
01057011;Bothkamp;83;35;3;18;9;6;6;6;-;-;-
01057012;Brodersdorf;135;21;9;38;6;9;22;21;9;-;-
01057013;Dannau;219;34;21;53;16;-;20;43;26;6;-
01057015;Dersau;286;49;26;117;26;16;15;21;13;0;3
01057016;Dobersdorf;393;25;25;161;74;7;26;63;12;-;-
01057017;Dörnick;98;12;3;47;18;6;3;3;3;3;-
01057018;Fahren;39;16;-;19;-;-;4;-;-;-;-
01057020;Fiefbergen;186;27;14;43;23;10;37;29;3;-;-
01057021;Giekau;404;53;28;182;35;6;12;47;32;3;6
01057022;Grebin;328;89;26;110;55;6;7;20;3;6;6
01057023;Großbarkau;60;3;6;27;6;3;3;6;-;6;-
01057024;Großharrie;167;38;4;57;6;3;10;31;18;-;-
01057025;Heikendorf;2490;151;175;1242;327;60;145;201;67;96;26
01057026;Helmstorf;113;26;3;45;17;-;6;9;4;3;-
01057027;Högsdorf;158;34;11;68;9;4;3;25;4;-;-
01057028;Höhndorf;139;42;6;47;6;-;9;6;4;19;-
01057029;Hohenfelde;650;44;17;298;112;18;47;76;16;22;-
01057030;Hohwacht (Ostsee);472;18;26;272;19;21;28;51;16;18;3
01057031;Honigsee;115;12;20;57;3;3;6;10;4;-;-
01057032;Kalübbe;192;55;3;43;17;10;22;21;12;9;-
01057033;Kirchbarkau;255;26;12;160;12;-;3;22;10;10;-
01057034;Kirchnüchel;72;35;7;24;-;-;3;-;3;-;-
01057035;Klamp;239;32;37;77;24;6;21;22;10;3;7
01057037;Klein Barkau;104;14;10;35;7;6;3;29;-;-;-
01057038;Kletkamp;61;38;6;6;-;-;-;11;-;-;-
01057039;Köhn;310;25;14;95;79;6;11;35;24;15;6
01057040;Krokau;133;24;3;35;9;3;7;34;15;3;-
01057041;Krummbek;131;19;16;52;3;4;3;3;14;14;3
01057042;Kühren;198;47;3;77;18;10;17;19;7;-;-
01057043;Laboe;1449;106;124;609;147;52;91;165;112;33;10
01057044;Lammershagen;113;41;13;43;-;-;3;3;-;10;-
01057045;Lebrade;196;59;21;69;12;-;6;26;-;-;3
01057046;Lehmkuhlen;449;96;18;186;39;15;21;46;6;22;-
01057047;Löptin;96;18;12;21;6;3;15;15;3;3;-
01057048;Lütjenburg;1375;124;116;705;150;48;81;109;30;12;-
01057049;Lutterbek;139;24;6;56;12;6;3;29;3;-;-
01057050;Martensrade;306;65;12;81;23;-;39;28;42;16;-
01057051;Mönkeberg;1159;13;65;627;127;63;39;28;133;57;7
01057052;Mucheln;209;23;23;92;17;6;6;21;21;-;-
01057053;Nehmten;150;24;4;61;23;3;11;12;6;3;3
01057054;Nettelsee;134;19;19;47;10;-;-;26;-;10;3
01057055;Panker;537;109;58;139;47;12;49;60;39;12;12
01057056;Passade;119;22;0;38;3;-;13;7;17;6;13
01057057;Plön;2172;218;286;1115;181;54;55;76;71;73;43
01057058;Pohnsdorf;129;18;18;67;3;3;-;9;8;3;-
01057059;Postfeld;150;26;-;61;7;14;6;16;17;3;-
01057060;Prasdorf;120;22;3;34;13;6;30;9;-;3;-
01057062;Preetz;4285;315;480;2228;301;134;104;291;243;133;56
01057063;Probsteierhagen;635;38;63;261;70;10;23;57;63;46;4
01057065;Rantzau;126;26;16;41;3;14;6;11;9;-;-
01057066;Rastorf;287;43;24;118;41;4;19;24;7;4;3
01057067;Rathjensdorf;154;24;9;68;10;7;13;9;3;7;4
01057068;Rendswühren;265;29;31;112;14;6;24;18;9;19;3
01057069;Ruhwinkel;294;51;58;107;15;16;12;22;7;6;-
01057070;Schellhorn;537;62;43;271;50;3;19;15;55;12;7
01057071;Schillsdorf;292;50;53;91;19;4;18;38;15;4;-
01057072;Schlesen;162;26;10;72;3;4;4;30;10;3;-
01057073;Schönberg (Holstein);1859;103;238;609;321;76;124;193;89;79;27
01057074;Schönkirchen;1847;106;139;795;236;90;151;155;99;51;25
01057076;Schwartbuck;279;33;14;104;37;10;23;42;12;4;-
01057077;Selent;416;31;28;201;42;9;10;42;23;27;3
01057078;Stakendorf;165;32;12;73;11;-;7;14;13;3;-
01057079;Stein;301;31;6;96;54;12;16;64;19;-;3
01057080;Stolpe;421;73;47;128;44;22;27;40;31;9;-
01057081;Stoltenberg;112;19;4;43;9;4;11;12;7;3;-
01057082;Tröndel;138;31;16;35;6;3;13;12;9;10;3
01057083;Tasdorf;126;9;9;45;46;3;4;7;-;3;-
01057084;Wahlstorf;185;48;7;71;10;-;16;30;3;-;-
01057085;Wankendorf;849;76;81;368;54;24;48;111;77;10;-
01057086;Warnau;122;15;21;62;6;3;3;6;3;-;3
01057087;Wendtorf;349;25;17;138;79;6;3;62;16;3;-
01057088;Wisch;378;22;9;174;53;7;36;43;18;13;3
01057089;Wittmoldt;77;15;4;43;4;7;-;-;4;-;-
01057090;Fargau-Pratjau;262;66;6;79;25;3;42;28;6;4;3
01057091;Schwentinental;3951;114;165;2066;527;120;252;389;122;165;31
01058001;Achterwehr;327;26;19;137;34;33;23;42;6;7;-
01058003;Alt Duvenstedt;608;47;43;205;88;10;56;100;26;20;13
01058004;Altenhof;109;30;9;37;9;3;9;3;9;-;-
01058005;Altenholz;2813;49;55;1654;403;69;164;164;29;193;33
01058007;Arpsdorf;95;10;10;39;10;3;6;3;7;-;7
01058008;Ascheffel;326;46;19;102;40;9;21;61;16;12;-
01058009;Aukrug;1204;156;69;445;185;33;121;136;39;14;6
01058010;Bargstall;49;9;-;14;4;-;4;14;4;-;-
01058011;Bargstedt;256;85;15;46;30;10;29;24;13;4;-
01058012;Barkelsby;536;65;25;229;111;10;29;63;-;4;-
01058013;Beldorf;110;45;16;26;4;3;-;3;6;7;-
01058014;Bendorf;153;38;30;41;7;3;9;13;9;-;3
01058015;Beringstedt;279;92;27;84;12;7;20;30;7;-;-
01058016;Bissee;49;19;3;18;-;-;3;6;-;-;-
01058018;Blumenthal;238;38;9;119;15;17;19;10;-;11;-
01058019;Böhnhusen;98;14;4;50;4;6;7;13;-;-;-
01058021;Bokel;229;28;22;82;48;4;9;23;9;4;-
01058022;Bordesholm;2288;165;439;818;257;61;167;218;105;49;9
01058023;Borgdorf-Seedorf;137;26;4;47;4;10;22;18;6;-;-
01058024;Borgstedt;469;39;26;175;64;21;27;48;58;11;-
01058025;Bornholt;74;34;10;13;4;6;-;4;-;3;-
01058026;Bovenau;372;65;15;125;43;10;22;63;26;3;-
01058027;Brammer;145;27;3;56;13;6;10;12;15;-;3
01058028;Bredenbek;486;50;31;174;15;9;13;75;54;46;19
01058029;Breiholz;464;126;32;126;52;9;36;50;18;9;6
01058030;Brekendorf;417;61;51;74;68;24;53;43;25;15;3
01058031;Brinjahe;60;19;6;19;-;3;-;3;7;3;-
01058032;Brodersby;428;65;34;101;36;26;61;66;13;20;6
01058033;Brügge;352;38;17;146;36;-;20;52;31;12;-
01058034;Büdelsdorf;2769;205;241;1433;285;119;152;119;118;64;33
01058035;Bünsdorf;319;47;20;130;79;0;16;12;12;-;3
01058036;Christiansholm;87;19;17;23;11;3;3;0;4;4;3
01058037;Dänischenhagen;1314;101;31;494;111;63;113;212;29;135;25
01058038;Dätgen;189;41;17;46;16;3;9;22;28;7;-
01058039;Damendorf;140;43;22;25;3;3;6;31;3;-;4
01058040;Damp;707;32;21;352;174;28;19;42;20;16;3
01058042;Dörphof;250;63;28;74;15;20;18;22;7;3;-
01058043;Eckernförde;5383;439;1031;2138;530;244;211;506;147;119;18
01058044;Ehndorf;199;6;27;55;19;4;20;39;26;3;-
01058045;Eisendorf;133;15;12;27;22;15;12;21;6;3;-
01058046;Ellerdorf;186;25;10;57;18;6;21;39;6;-;4
01058047;Elsdorf-Westermühlen;557;56;31;198;53;14;72;82;15;26;10
01058048;Embühren;81;23;9;9;7;-;26;4;3;-;-
01058049;Emkendorf;520;62;58;227;58;4;39;57;9;6;-
01058050;Felde;781;78;65;336;62;38;60;46;51;27;18
01058051;Felm;377;29;19;197;13;9;49;36;13;9;3
01058052;Fleckeby;713;72;37;283;67;40;33;72;84;25;0
01058053;Flintbek;2183;130;284;956;253;104;37;312;40;18;49
01058054;Fockbek;2134;113;124;921;253;124;192;197;118;69;23
01058055;Friedrichsgraben;22;3;-;10;3;3;-;3;-;-;-
01058056;Friedrichsholm;131;32;16;40;15;3;12;10;-;-;3
01058057;Gammelby;189;16;6;95;26;-;-;30;10;3;3
01058058;Gettorf;2184;72;112;1025;213;37;102;253;181;138;51
01058059;Gnutz;424;71;38;114;53;23;27;63;26;3;6
01058061;Gokels;220;37;22;84;18;3;33;10;10;3;-
01058062;Grauel;90;22;12;29;4;4;-;7;6;6;-
01058063;Grevenkrug;54;10;9;22;13;-;-;-;-;-;-
01058064;Groß Buchwald;118;24;25;33;6;6;9;6;6;3;-
01058065;Groß Vollstedt;316;34;17;116;18;15;41;52;23;-;-
01058066;Groß Wittensee;402;48;32;150;50;9;23;13;24;41;12
01058067;Güby;155;50;15;35;9;13;16;17;-;-;-
01058068;Haale;175;60;23;39;9;12;13;6;3;6;4
01058069;Haby;179;24;3;64;28;4;17;25;11;3;-
01058070;Hamdorf;460;83;35;152;41;9;36;57;19;25;3
01058071;Hamweddel;149;23;20;60;6;-;3;19;9;9;-
01058072;Hanerau-Hademarschen;1038;195;130;437;71;27;40;89;27;13;9
01058073;Haßmoor;89;20;16;18;7;7;-;15;3;-;3
01058074;Heinkenborstel;50;20;12;9;-;-;3;-;3;3;-
01058075;Hörsten;17;-;3;14;-;-;-;-;-;-;-
01058076;Hoffeld;44;6;3;9;3;7;-;7;3;6;-
01058077;Hohenwestedt;1536;220;101;626;189;45;140;109;51;44;11
01058078;Hohn;818;112;47;230;98;35;56;118;79;37;6
01058080;Holtsee;443;36;35;186;35;24;23;61;19;24;-
01058081;Holzbunge;124;32;9;41;6;7;12;6;7;4;-
01058082;Holzdorf;338;121;42;77;27;12;6;33;10;10;-
01058083;Hütten;53;23;3;12;-;3;-;-;9;3;-
01058084;Hummelfeld;104;47;11;18;3;4;-;3;7;8;3
01058085;Jahrsdorf;100;33;6;36;6;3;-;7;9;-;-
01058086;Jevenstedt;1015;135;63;371;125;44;58;136;44;28;11
01058087;Karby;214;46;16;84;29;6;7;23;3;-;-
01058088;Klein Wittensee;63;15;6;15;-;3;4;10;3;7;-
01058089;Königshügel;63;13;-;19;3;6;-;16;3;-;3
01058090;Kosel;664;71;67;264;91;21;42;77;22;6;3
01058091;Krogaspe;146;33;16;47;4;3;-;22;18;3;-
01058092;Kronshagen;3033;103;334;1860;339;132;54;64;19;84;44
01058093;Krummwisch;217;44;24;61;27;13;23;18;7;-;-
01058094;Langwedel;674;73;28;280;76;18;47;66;31;52;3
01058096;Lindau;410;31;69;166;35;23;15;37;15;15;4
01058097;Lohe-Föhrden;172;28;15;50;34;3;15;12;9;3;3
01058098;Loop;74;26;12;18;12;-;3;-;-;3;-
01058099;Loose;268;53;19;87;29;19;26;29;-;3;3
01058100;Lütjenwestedt;196;68;27;52;9;6;3;19;12;-;-
01058101;Luhnstedt;156;51;20;34;7;3;6;29;6;-;-
01058102;Goosefeld;264;24;13;104;35;9;19;22;20;9;9
01058103;Meezen;163;24;6;52;22;9;20;20;10;-;-
01058104;Melsdorf;491;27;18;255;49;10;50;47;19;16;-
01058105;Mielkendorf;464;30;19;184;37;44;48;36;50;10;6
01058106;Mörel;93;31;10;15;-;6;9;12;7;3;-
01058107;Molfsee;1656;58;121;802;447;64;77;47;27;9;4
01058108;Mühbrook;181;21;9;80;15;15;3;18;14;3;3
01058109;Negenharrie;106;30;12;32;7;-;12;6;4;3;-
01058110;Neudorf-Bornstein;355;42;23;150;22;15;39;29;22;9;4
01058111;Neu Duvenstedt;38;22;3;6;-;-;-;7;-;-;-
01058112;Neuwittenbek;404;27;20;219;55;6;9;49;-;9;10
01058113;Nienborstel;210;56;16;57;18;12;6;23;10;12;-
01058115;Nindorf;223;47;25;61;18;6;16;21;16;6;7
01058116;Noer;327;15;10;165;44;15;13;37;19;3;6
01058117;Nortorf;1908;200;120;821;309;38;107;155;81;52;25
01058118;Nübbel;547;57;6;221;76;35;64;60;13;12;3
01058119;Oldenbüttel;91;30;26;16;7;6;3;-;-;3;-
01058120;Oldenhütten;58;7;6;7;-;-;3;29;3;3;-
01058121;Osdorf;730;35;61;307;86;30;48;82;36;30;15
01058122;Ostenfeld (Rendsburg);166;24;17;71;3;-;10;24;10;7;-
01058123;Osterby;325;38;27;108;46;13;20;35;16;9;13
01058124;Osterrönfeld;1673;62;72;540;217;65;109;306;214;72;16
01058125;Osterstedt;227;74;15;65;20;6;20;17;7;3;-
01058126;Ottendorf;266;16;-;129;40;11;13;26;13;3;15
01058127;Owschlag;1250;93;109;408;161;39;97;162;84;78;19
01058128;Padenstedt;504;24;27;156;22;3;10;119;83;50;10
01058129;Prinzenmoor;62;20;12;13;3;-;4;3;4;3;-
01058130;Quarnbek;628;51;29;320;71;20;33;52;15;25;12
01058131;Rade b. Hohenwestedt;30;15;3;-;-;3;3;6;-;-;-
01058132;Rade b. Rendsburg;70;29;3;9;10;6;-;3;4;3;3
01058133;Reesdorf;38;6;6;13;3;-;4;6;-;-;-
01058134;Remmels;147;21;9;75;3;4;-;6;15;6;8
01058135;Rendsburg;6044;549;964;3269;398;205;238;217;55;76;73
01058136;Rickert;353;28;16;150;44;10;20;52;15;15;3
01058137;Rieseby;832;111;52;281;67;19;93;143;34;32;-
01058138;Rodenbek;166;17;22;77;17;-;0;11;9;6;7
01058139;Rumohr;248;24;32;119;9;16;6;26;-;16;-
01058140;Schacht-Audorf;1465;103;111;665;179;40;67;93;117;46;44
01058141;Schierensee;151;36;9;55;21;7;13;7;-;3;-
01058142;Schinkel;333;51;9;145;24;4;30;31;19;17;3
01058143;Schmalstede;100;23;3;38;-;-;6;12;3;12;3
01058144;Schönbek;66;19;3;20;12;-;3;9;-;-;-
01058145;Schönhorst;96;6;16;43;12;3;-;3;10;-;3
01058146;Schülldorf;220;37;6;87;22;6;9;23;-;15;15
01058147;Schülp b. Nortorf;264;19;25;118;6;0;13;61;12;3;7
01058148;Schülp b. Rendsburg;376;24;12;166;18;21;20;59;26;16;14
01058150;Schwedeneck;1032;49;103;504;100;38;51;129;34;15;9
01058151;Seefeld;138;28;21;31;12;7;6;17;12;4;-
01058152;Sehestedt;305;50;22;98;20;12;23;54;23;-;3
01058153;Sören;55;9;3;23;4;-;-;9;4;-;3
01058154;Sophienhamm;125;17;18;46;8;3;9;12;3;6;3
01058155;Stafstedt;129;38;9;49;7;-;13;10;3;-;-
01058156;Steenfeld;132;57;13;25;7;4;16;6;-;4;-
01058157;Strande;512;27;36;302;46;15;47;9;3;18;9
01058158;Tackesdorf;28;12;7;3;-;3;-;-;-;3;-
01058159;Tappendorf;113;24;17;36;12;3;-;3;9;9;-
01058160;Techelsdorf;65;23;-;33;6;-;3;-;-;-;-
01058161;Thaden;99;7;17;41;15;3;-;4;6;6;-
01058162;Thumby;186;85;21;48;11;6;-;12;-;3;-
01058163;Timmaspe;361;39;31;138;25;13;12;75;18;10;-
01058164;Todenbüttel;364;105;31;98;28;6;15;55;26;0;-
01058165;Tüttendorf;368;38;27;133;52;10;22;44;20;15;7
01058166;Waabs;575;76;28;217;88;25;26;51;31;23;10
01058167;Wapelfeld;99;25;15;21;4;-;10;24;-;-;-
01058168;Warder;366;12;12;146;72;15;25;46;21;10;7
01058169;Wasbek;766;54;55;326;46;48;61;65;51;44;16
01058170;Wattenbek;901;56;49;289;120;70;109;93;62;44;9
01058171;Westensee;496;80;52;212;44;19;20;28;32;9;-
01058172;Westerrönfeld;1675;70;100;647;227;74;186;271;50;26;24
